ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,stunting_weighted,stunting_r,overweight_weighted,overweight_r,Wasting_Weighted,Wasting_r,severe_wasting__Weighted,severe_wasting_r,Status
AFG,Asia,Low Income,month_0_23 , female,higher_secondary,5433.8,22.57104973,5598.2,5.259060055,5598.2,6.367400236,5598.2,2.293480047,stunting
AFG,Asia,Low Income,month_24_35 , female,none,17775.4,41.27091036,18222.8,4.210609786,18222.8,4.860486863,18222.8,1.50451193,stunting
AFG,Asia,Low Income,month_24_35 , female,primary,3254.1,39.76692788,3274.6,3.398931167,3274.6,3.187772552,3274.6,0.7,stunting
AFG,Asia,Low Income,month_24_35 , female,none-primary,19106,40.41479378,19564,4.029647311,19564,4.883762012,19564,1.420940503,stunting
AFG,Asia,Low Income,month_24_35 , female,secondary,2576.6,41.7305286,2590.5,4.756583671,2590.5,2.938533102,2590.5,1.308778228,stunting
AFG,Asia,Low Income,month_24_35 , female,higher,3129.2,36.78204014,3203.1,4.220720552,3203.1,2.713515032,3203.1,0.937838344,stunting
AFG,Asia,Low Income,month_24_35 , female,higher_secondary,3782.4,35.05409528,3860.3,4.549579048,3860.3,3.197979432,3860.3,1.298989716,stunting
AFG,Asia,Low Income,month_36_47 , female,none,17966.8,41.36512512,18418.3,4.11908971,18418.3,4.864800226,18418.3,1.495972484,stunting
AFG,Asia,Low Income,month_36_47 , female,primary,3445.5,40.34176462,3470.1,2.958897438,3470.1,3.304904758,3470.1,0.7,stunting
AFG,Asia,Low Income,month_36_47 , female,none-primary,19297.4,40.51100355,19759.5,3.94612971,19759.5,4.887552317,19759.5,1.413807536,stunting
AFG,Asia,Low Income,month_36_47 , female,secondary,2768,42.3102854,2786,4.113230438,2786,3.101916726,2786,1.266058866,stunting
AFG,Asia,Low Income,month_36_47 , female,higher,3320.6,37.55054809,3398.6,3.724157006,3398.6,2.860392515,3398.6,0.924157006,stunting
AFG,Asia,Low Income,month_36_47 , female,higher_secondary,3973.8,35.77950576,4055.8,4.117626609,4055.8,3.297704522,4055.8,1.27011687,stunting
AFG,Asia,Low Income,month_48_59 , female,none,17541.7,41.53440545,17984.9,4.002025588,17984.9,4.870042647,17984.9,1.486871765,stunting
AFG,Asia,Low Income,month_48_59 , female,primary,3020.4,41.18087008,3036.7,2.1,3036.7,3.113323674,3036.7,0.532499094,stunting
AFG,Asia,Low Income,month_48_59 , female,none-primary,18872.3,40.64910954,19326.1,3.833310911,19326.1,4.892941152,19326.1,1.403495791,stunting
AFG,Asia,Low Income,month_48_59 , female,secondary,2342.9,43.74920825,2352.6,3.217231999,2352.6,2.817231999,2352.6,1.154131599,stunting
AFG,Asia,Low Income,month_48_59 , female,higher,2895.5,38.0160594,2965.2,2.956400917,2965.2,2.599220963,2965.2,0.785380413,stunting
AFG,Asia,Low Income,month_48_59 , female,higher_secondary,3548.7,35.94717784,3622.4,3.536238405,3622.4,3.136238405,3622.4,1.197910225,stunting
AFG,Asia,Low Income,month_24_59 , female,none,21580.1,42.53770464,22047.2,3.991073696,22047.2,4.364294786,22047.2,1.338842121,stunting
AFG,Asia,Low Income,month_24_59 , female,primary,7058.8,44.450408,7099,3.154393577,7099,2.547891252,7099,0.618892802,stunting
AFG,Asia,Low Income,month_24_59 , female,none-primary,22910.7,41.7501879,23388.4,3.852290879,23388.4,4.412218023,23388.4,1.278436319,stunting
AFG,Asia,Low Income,month_24_59 , female,secondary,6381.3,45.74050115,6414.9,3.676570173,6414.9,2.37900357,6414.9,0.856083493,stunting
AFG,Asia,Low Income,month_24_59 , female,higher,6933.9,43.1877212,7027.5,3.526473141,7027.5,2.325216649,7027.5,0.726473141,stunting
AFG,Asia,Low Income,month_24_59 , female,higher_secondary,7587.1,41.77480065,7684.7,3.751042982,7684.7,2.601787968,7684.7,0.925968483,stunting
ALB,Europe,Upper Middle Income,month_0_5 , male,primary,1248,12.33322115,1233.2,16.07071035,1233.2,2.012131041,1233.2,0.812131041,overweight
ALB,Europe,Upper Middle Income,month_0_5 , male,none-primary,1272.3,12.79610941,1257.9,15.88665236,1257.9,2.099300421,1257.9,0.807965657,overweight
ALB,Europe,Upper Middle Income,month_0_5 , male,secondary,665.3,10.7578536,663.5,16.0478523,663.5,2.194272796,663.5,0.994272796,overweight
ALB,Europe,Upper Middle Income,month_0_5 , male,higher,687.9,8.402965547,685.2,18.31366025,685.2,1.424956217,685.2,0.729509632,overweight
ALB,Europe,Upper Middle Income,month_0_5 , male,higher_secondary,1245.8,9.591379034,1239.7,17.25603775,1239.7,1.554981044,1239.7,0.628603694,overweight
ALB,Europe,Upper Middle Income,month_6_11 , male,primary,1257.6,12.12552481,1240.8,16.14095745,1240.8,1.893971631,1240.8,0.571808511,overweight
ALB,Europe,Upper Middle Income,month_6_11 , male,none-primary,1281.9,12.58888369,1265.5,15.95663374,1265.5,1.982923746,1265.5,0.572358751,overweight
ALB,Europe,Upper Middle Income,month_6_11 , male,secondary,674.9,10.39324344,671.1,16.17799136,671.1,1.973744598,671.1,0.54787662,overweight
ALB,Europe,Upper Middle Income,month_6_11 , male,higher,697.5,8.082580645,692.8,18.41486721,692.8,1.219774827,692.8,0.3,overweight
ALB,Europe,Upper Middle Income,month_6_11 , male,higher_secondary,1255.4,9.404285487,1247.3,17.31869638,1247.3,1.440222881,1247.3,0.390651808,overweight
ALB,Europe,Upper Middle Income,month_12_23 , male,primary,1388.7,13.15383452,1369.3,18.00476156,1369.3,1.513605492,1369.3,0.510501716,overweight
ALB,Europe,Upper Middle Income,month_12_23 , male,none-primary,1413,13.55651805,1394,17.80440459,1394,1.601097561,1394,0.512087518,overweight
ALB,Europe,Upper Middle Income,month_12_23 , male,secondary,806,12.44673697,799.6,19.36376938,799.6,1.309554777,799.6,0.446735868,overweight
ALB,Europe,Upper Middle Income,month_12_23 , male,higher,828.6,10.44565532,821.3,21.16649215,821.3,0.691099476,821.3,0.240314136,overweight
ALB,Europe,Upper Middle Income,month_12_23 , male,higher_secondary,1386.5,10.69153264,1375.8,19.06369385,1375.8,1.104034017,1375.8,0.346554732,overweight
ALB,Europe,Upper Middle Income,month_0_23 , male,primary,1613.1,12.48283429,1594.9,17.88882062,1594.9,1.8,1594.9,0.659025644,overweight
ALB,Europe,Upper Middle Income,month_0_23 , male,none-primary,1637.4,12.84028948,1619.6,17.71814028,1619.6,1.870937268,1619.6,0.658125463,overweight
ALB,Europe,Upper Middle Income,month_0_23 , male,secondary,1030.4,11.55027174,1025.2,18.88434452,1025.2,1.8,1025.2,0.691825985,overweight
ALB,Europe,Upper Middle Income,month_0_23 , male,higher,1053,9.994871795,1046.9,20.30852995,1046.9,1.304651829,1046.9,0.524806572,overweight
ALB,Europe,Upper Middle Income,month_0_23 , male,higher_secondary,1610.9,10.36261717,1601.4,18.79904459,1601.4,1.446965155,1601.4,0.517572124,overweight
ALB,Europe,Upper Middle Income,month_24_35 , male,primary,1400.7,12.54429214,1381.3,15.64635488,1381.3,1.632483892,1381.3,0.525548396,overweight
ALB,Europe,Upper Middle Income,month_24_35 , male,none-primary,1425,12.95397895,1406,15.4891394,1406,1.717140825,1406,0.52685633,overweight
ALB,Europe,Upper Middle Income,month_24_35 , male,secondary,818,11.41336186,811.6,15.329793,811.6,1.514896501,811.6,0.473287334,overweight
ALB,Europe,Upper Middle Income,month_24_35 , male,higher,840.6,9.46862955,833.3,17.21160446,833.3,0.9,833.3,0.269146766,overweight
ALB,Europe,Upper Middle Income,month_24_35 , male,higher_secondary,1398.5,10.10215946,1387.8,16.70717683,1387.8,1.225897103,1387.8,0.362948552,overweight
ALB,Europe,Upper Middle Income,month_36_47 , male,primary,1358.2,12.6,1339.4,15.72686277,1339.4,1.655397939,1339.4,0.503598626,overweight
ALB,Europe,Upper Middle Income,month_36_47 , male,none-primary,1382.5,13.02130199,1364.1,15.56336046,1364.1,1.742240305,1364.1,0.505344183,overweight
ALB,Europe,Upper Middle Income,month_36_47 , male,secondary,775.5,11.44894907,769.7,15.45265688,769.7,1.548369495,769.7,0.43224633,overweight
ALB,Europe,Upper Middle Income,month_36_47 , male,higher,798.1,9.399649167,791.4,17.43073035,791.4,0.9,791.4,0.218423048,overweight
ALB,Europe,Upper Middle Income,month_36_47 , male,higher_secondary,1356,10.08141593,1345.9,16.82032097,1345.9,1.236042797,1345.9,0.336042797,overweight
ALB,Europe,Upper Middle Income,month_48_59 , male,primary,1374.8,11.95266221,1353.8,15.60992761,1353.8,1.61344364,1353.8,0.515201655,overweight
ALB,Europe,Upper Middle Income,month_48_59 , male,none-primary,1399.1,12.38020871,1378.5,15.45022851,1378.5,1.700130577,1378.5,0.516721074,overweight
ALB,Europe,Upper Middle Income,month_48_59 , male,secondary,792.1,10.34952657,784.1,15.25579645,784.1,1.477898227,784.1,0.453590103,overweight
ALB,Europe,Upper Middle Income,month_48_59 , male,higher,814.7,8.372480668,805.8,17.20382229,805.8,0.843013155,805.8,0.243013155,overweight
ALB,Europe,Upper Middle Income,month_48_59 , male,higher_secondary,1372.6,9.463499927,1360.3,16.69236933,1360.3,1.198728222,1360.3,0.349364111,overweight
ALB,Europe,Upper Middle Income,month_0_5 , female,primary,1260.9,12.5904592,1242.2,15.51553695,1242.2,2.274963774,1242.2,0.751988408,overweight
ALB,Europe,Upper Middle Income,month_0_5 , female,none-primary,1285.2,13.04383754,1266.9,15.34361039,1266.9,2.356389612,1266.9,0.74902518,overweight
ALB,Europe,Upper Middle Income,month_0_5 , female,secondary,678.2,11.26607196,672.5,15.02267658,672.5,2.67732342,672.5,0.880743494,overweight
ALB,Europe,Upper Middle Income,month_0_5 , female,higher,700.8,8.938142123,694.2,17.29115529,694.2,1.902881014,694.2,0.622961683,overweight
ALB,Europe,Upper Middle Income,month_0_5 , female,higher_secondary,1258.7,9.877166918,1248.7,16.69521102,1248.7,1.81974053,1248.7,0.570096901,overweight
ALB,Europe,Upper Middle Income,month_6_11 , female,primary,1267.4,11.86965441,1251,15.90877698,1251,1.637825739,1251,0.539184652,overweight
ALB,Europe,Upper Middle Income,month_6_11 , female,none-primary,1291.7,12.33431137,1275.7,15.73042251,1275.7,1.731026103,1275.7,0.540362154,overweight
ALB,Europe,Upper Middle Income,month_6_11 , female,secondary,684.7,9.944413612,681.3,15.75110818,681.3,1.502216351,681.3,0.488331132,overweight
ALB,Europe,Upper Middle Income,month_6_11 , female,higher,707.3,7.680107451,703,17.96870555,703,0.77374111,703,0.245889047,overweight
ALB,Europe,Upper Middle Income,month_6_11 , female,higher_secondary,1265.2,9.169048372,1257.5,17.07816302,1257.5,1.189081511,1257.5,0.359666004,overweight
ALB,Europe,Upper Middle Income,month_12_23 , female,primary,1346.6,12.41642656,1331,16.83900826,1331,1.629090909,1331,0.52231405,overweight
ALB,Europe,Upper Middle Income,month_12_23 , female,none-primary,1370.9,12.84454738,1355.7,16.65423029,1355.7,1.716950653,1355.7,0.523729439,overweight
ALB,Europe,Upper Middle Income,month_12_23 , female,secondary,763.9,11.10786752,761.3,17.39402338,761.3,1.501195324,761.3,0.464179693,overweight
ALB,Europe,Upper Middle Income,month_12_23 , female,higher,786.5,9.038143675,783,19.33951469,783,0.847177522,783,0.247177522,overweight
ALB,Europe,Upper Middle Income,month_12_23 , female,higher_secondary,1344.4,9.875810771,1337.5,17.93392897,1337.5,1.207229907,1337.5,0.353614953,overweight
ALB,Europe,Upper Middle Income,month_0_23 , female,primary,1593.6,11.86091867,1575.8,16.25792613,1575.8,1.914633837,1575.8,0.6,overweight
ALB,Europe,Upper Middle Income,month_0_23 , female,none-primary,1617.9,12.23202299,1600.5,16.11037801,1600.5,1.984648547,1600.5,0.6,overweight
ALB,Europe,Upper Middle Income,month_0_23 , female,secondary,1010.9,10.55188446,1006.1,16.34886194,1006.1,1.979544777,1006.1,0.6,overweight
ALB,Europe,Upper Middle Income,month_0_23 , female,higher,1033.5,8.988969521,1027.8,17.85304534,1027.8,1.471200623,1027.8,0.431815528,overweight
ALB,Europe,Upper Middle Income,month_0_23 , female,higher_secondary,1591.4,9.713862008,1582.3,17.18583707,1582.3,1.556866587,1582.3,0.457081464,overweight
ALB,Europe,Upper Middle Income,month_24_35 , female,primary,1360.4,12.51921494,1342.1,15.9025855,1342.1,1.78376425,1342.1,0.61623575,overweight
ALB,Europe,Upper Middle Income,month_24_35 , female,none-primary,1384.7,12.94126526,1366.8,15.73623061,1366.8,1.868115306,1366.8,0.615942347,overweight
ALB,Europe,Upper Middle Income,month_24_35 , female,secondary,777.7,11.31089109,772.4,15.75894614,772.4,1.771789228,772.4,0.628210772,overweight
ALB,Europe,Upper Middle Income,month_24_35 , female,higher,800.3,9.271123329,794.1,17.72192419,794.1,1.119518952,794.1,0.409759476,overweight
ALB,Europe,Upper Middle Income,month_24_35 , female,higher_secondary,1358.2,10.00457959,1348.6,16.99300756,1348.6,1.364629987,1348.6,0.44847249,overweight
ALB,Europe,Upper Middle Income,month_36_47 , female,primary,1367.8,12.79932739,1350.6,15.89942248,1350.6,1.699422479,1350.6,0.499422479,overweight
ALB,Europe,Upper Middle Income,month_36_47 , female,none-primary,1392.1,13.21424467,1375.3,15.73415255,1375.3,1.78476696,1375.3,0.501228823,overweight
ALB,Europe,Upper Middle Income,month_36_47 , female,secondary,785.1,11.81029168,780.9,15.75503906,780.9,1.626046869,780.9,0.426046869,overweight
ALB,Europe,Upper Middle Income,month_36_47 , female,higher,807.7,9.775238331,802.6,17.69733367,802.6,0.984624969,802.6,0.215375031,overweight
ALB,Europe,Upper Middle Income,month_36_47 , female,higher_secondary,1365.6,10.29876977,1357.1,16.98302999,1357.1,1.283317368,1357.1,0.333269472,overweight
ALB,Europe,Upper Middle Income,month_48_59 , female,primary,1378.1,12.01404833,1354.4,15.38812758,1354.4,1.952968104,1354.4,0.735971648,overweight
ALB,Europe,Upper Middle Income,month_48_59 , female,none-primary,1402.4,12.4395251,1379.1,15.23247045,1379.1,2.033536364,1379.1,0.733536364,overweight
ALB,Europe,Upper Middle Income,month_48_59 , female,secondary,795.4,10.46253457,784.7,14.87323818,784.7,2.064024468,784.7,0.834688416,overweight
ALB,Europe,Upper Middle Income,month_48_59 , female,higher,818,8.490342298,806.4,16.83010913,806.4,1.413839286,806.4,0.614012897,overweight
ALB,Europe,Upper Middle Income,month_48_59 , female,higher_secondary,1375.9,9.530954284,1360.9,16.47115144,1360.9,1.536813873,1360.9,0.569152767,overweight
ALB,Europe,Upper Middle Income,month_24_59 , female,primary,1825.2,12.26242604,1798.7,15.40001112,1798.7,1.837499305,1798.7,0.637499305,overweight
ALB,Europe,Upper Middle Income,month_24_59 , female,none-primary,1849.5,12.58178427,1823.4,15.28212131,1823.4,1.9,1823.4,0.636991335,overweight
ALB,Europe,Upper Middle Income,month_24_59 , female,secondary,1242.5,11.38569014,1229,15.07676973,1229,1.854882018,1229,0.654882018,overweight
ALB,Europe,Upper Middle Income,month_24_59 , female,higher,1265.1,10.09400047,1250.7,16.33494843,1250.7,1.439297993,1250.7,0.515719197,overweight
ALB,Europe,Upper Middle Income,month_24_59 , female,higher_secondary,1823,10.38862315,1805.2,16.21643585,1805.2,1.524185686,1805.2,0.512092843,overweight
DZA,Africa,Lower Middle Income,month_0_5 , male,none,2454.8,14.52172071,2424,12.9,2424,4.405445545,2424,2.222235974,stunting
DZA,Africa,Lower Middle Income,month_0_5 , male,primary,2789.2,10.65960132,2757.7,12.97501541,2757.7,3.899013671,2757.7,2.149352721,overweight
DZA,Africa,Lower Middle Income,month_0_5 , male,none-primary,4536.4,12.43119654,4492.7,12.9,4492.7,3.450831349,4492.7,1.744111559,overweight
DZA,Africa,Lower Middle Income,month_0_5 , male,secondary,8370.2,9.762067812,8307.7,12.16634809,8307.7,3.19761065,8307.7,1.631740434,overweight
DZA,Africa,Lower Middle Income,month_0_5 , male,higher,3218.1,8.075311519,3194.6,14.15491767,3194.6,4.229355788,3194.6,2.319570525,overweight
DZA,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,10880.7,9.047123806,10813.4,12.71274345,10813.4,3.175931714,10813.4,1.554868959,overweight
DZA,Africa,Lower Middle Income,month_6_11 , male,none,2438.1,13.62807924,2435.9,13.18773759,2435.9,3.246701425,2435.9,1.460380147,stunting
DZA,Africa,Lower Middle Income,month_6_11 , male,primary,2772.5,9.850481515,2769.6,13.22776213,2769.6,2.882058781,2769.6,1.479603553,overweight
DZA,Africa,Lower Middle Income,month_6_11 , male,none-primary,4519.7,11.94140762,4504.6,13.0555965,4504.6,2.826752653,4504.6,1.333394752,overweight
DZA,Africa,Lower Middle Income,month_6_11 , male,secondary,8353.5,9.491729215,8319.6,12.25164431,8319.6,2.860068994,8319.6,1.40952089,overweight
DZA,Africa,Lower Middle Income,month_6_11 , male,higher,3201.4,7.361110764,3206.5,14.36884765,3206.5,3.349739591,3206.5,1.740445969,overweight
DZA,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,10864,8.838157216,10825.3,12.77769577,10825.3,2.916543652,10825.3,1.384170416,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,none,3128.8,14.24021989,3125,14.63472,3125,2.56656,3125,1.17792,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,primary,3463.2,11.15691846,3458.7,14.52716339,3458.7,2.34018851,3458.7,1.22056553,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,none-primary,5210.4,12.53258099,5193.7,13.94376456,5193.7,2.473236806,5193.7,1.180289582,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,secondary,9044.2,10.01938701,9008.7,12.82518787,9008.7,2.653711412,9008.7,1.315429529,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,higher,3892.1,8.965350325,3895.6,15.32066947,3895.6,2.785912311,3895.6,1.464318719,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,11554.7,9.290238604,11514.4,13.19494546,11514.4,2.751712638,11514.4,1.31207184,overweight
DZA,Africa,Lower Middle Income,month_0_23 , male,none,4527.4,13.27352564,4514.9,14.25457707,4514.9,3.808290328,4514.9,2.046718643,overweight
DZA,Africa,Lower Middle Income,month_0_23 , male,primary,4861.8,11.14369164,4848.6,14.20401559,4848.6,3.561349668,4848.6,2.017345213,overweight
