ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,stunt_r,over_r,Wasting_r,severe_r,Status
AFG,Asia,Low Income,month_48_59 , male,none,41.10378676,4.091885677,4.983771353,1.524319974,stunting
AFG,Asia,Low Income,month_48_59 , male,primary,38.87192244,2.755063635,3.887628928,0.819102479,stunting
AFG,Asia,Low Income,month_48_59 , male,none-primary,40.26046121,3.919425459,4.998563646,1.439569094,stunting
AFG,Asia,Low Income,month_48_59 , male,secondary,40.58285626,3.924090892,3.824216286,1.449310332,stunting
AFG,Asia,Low Income,month_48_59 , male,higher,35.87629702,3.552226983,3.434817988,1.056545326,stunting
AFG,Asia,Low Income,month_48_59 , male,higher_secondary,34.31553893,3.990219146,3.79266436,1.393886967,stunting
AFG,Asia,Low Income,month_0_5 , female,none,39.24341188,4.517585088,5.327034035,1.637051594,stunting
AFG,Asia,Low Income,month_0_5 , female,primary,23.63400009,5.375111032,5.991703677,1.346935513,stunting
AFG,Asia,Low Income,month_0_5 , female,none-primary,38.48673802,4.304432339,5.317844776,1.539281592,stunting
AFG,Asia,Low Income,month_0_5 , female,secondary,19.77731573,8.481269537,6.803515152,2.635362041,stunting
AFG,Asia,Low Income,month_0_5 , female,higher,18.16103239,6.647332691,5.386862988,1.717595523,stunting
AFG,Asia,Low Income,month_0_5 , female,higher_secondary,20.22388563,6.532689529,5.42677898,2.028347373,stunting
AFG,Asia,Low Income,month_6_11 , female,none,39.32900248,4.221484838,5.425590798,1.696681771,stunting
AFG,Asia,Low Income,month_6_11 , female,primary,24.58949759,3.120169477,6.736305058,1.801783035,stunting
AFG,Asia,Low Income,month_6_11 , female,none-primary,38.56793796,4.029897818,5.409284729,1.594676425,stunting
AFG,Asia,Low Income,month_6_11 , female,secondary,21.25767685,5.223158627,7.862875387,3.275368275,stunting
AFG,Asia,Low Income,month_6_11 , female,higher,19.29026081,4.310682222,6.159640888,2.184865333,stunting
AFG,Asia,Low Income,month_6_11 , female,higher_secondary,21.05332252,4.735149921,6.021251973,2.386375592,stunting
AFG,Asia,Low Income,month_12_23 , female,none,39.40201552,4.129083566,5.301309191,1.660785514,stunting
AFG,Asia,Low Income,month_12_23 , female,primary,29.14098277,2.909070024,5.651279308,1.56686074,stunting
AFG,Asia,Low Income,month_12_23 , female,none-primary,38.67099248,3.952835326,5.294329349,1.566030544,stunting
AFG,Asia,Low Income,month_12_23 , female,secondary,28.26561388,4.185192909,6.068232133,2.437182161,stunting
AFG,Asia,Low Income,month_12_23 , female,higher,25.58147419,3.745273664,5.218905344,1.832089504,stunting
AFG,Asia,Low Income,month_12_23 , female,higher_secondary,25.79528506,4.165648916,5.27833227,2.046388712,stunting
AFG,Asia,Low Income,month_0_23 , female,none,37.25085449,4.43910434,5.604638114,1.765533774,stunting
AFG,Asia,Low Income,month_0_23 , female,primary,24.35297523,4.590258354,6.731072319,2.01837207,stunting
AFG,Asia,Low Income,month_0_23 , female,none-primary,36.72054352,4.258519193,5.579161483,1.672346129,stunting
AFG,Asia,Low Income,month_0_23 , female,secondary,23.07966887,5.591086776,7.141920802,2.591086776,stunting
AFG,Asia,Low Income,month_0_23 , female,higher,21.99646906,5.140238818,6.474899818,2.191633273,stunting
AFG,Asia,Low Income,month_0_23 , female,higher_secondary,22.57104973,5.259060055,6.367400236,2.293480047,stunting
AFG,Asia,Low Income,month_24_35 , female,none,41.27091036,4.210609786,4.860486863,1.50451193,stunting
AFG,Asia,Low Income,month_24_35 , female,primary,39.76692788,3.398931167,3.187772552,0.7,stunting
AFG,Asia,Low Income,month_24_35 , female,none-primary,40.41479378,4.029647311,4.883762012,1.420940503,stunting
AFG,Asia,Low Income,month_24_35 , female,secondary,41.7305286,4.756583671,2.938533102,1.308778228,stunting
AFG,Asia,Low Income,month_24_35 , female,higher,36.78204014,4.220720552,2.713515032,0.937838344,stunting
AFG,Asia,Low Income,month_24_35 , female,higher_secondary,35.05409528,4.549579048,3.197979432,1.298989716,stunting
AFG,Asia,Low Income,month_36_47 , female,none,41.36512512,4.11908971,4.864800226,1.495972484,stunting
AFG,Asia,Low Income,month_36_47 , female,primary,40.34176462,2.958897438,3.304904758,0.7,stunting
AFG,Asia,Low Income,month_36_47 , female,none-primary,40.51100355,3.94612971,4.887552317,1.413807536,stunting
AFG,Asia,Low Income,month_36_47 , female,secondary,42.3102854,4.113230438,3.101916726,1.266058866,stunting
AFG,Asia,Low Income,month_36_47 , female,higher,37.55054809,3.724157006,2.860392515,0.924157006,stunting
AFG,Asia,Low Income,month_36_47 , female,higher_secondary,35.77950576,4.117626609,3.297704522,1.27011687,stunting
AFG,Asia,Low Income,month_48_59 , female,none,41.53440545,4.002025588,4.870042647,1.486871765,stunting
AFG,Asia,Low Income,month_48_59 , female,primary,41.18087008,2.1,3.113323674,0.532499094,stunting
AFG,Asia,Low Income,month_48_59 , female,none-primary,40.64910954,3.833310911,4.892941152,1.403495791,stunting
AFG,Asia,Low Income,month_48_59 , female,secondary,43.74920825,3.217231999,2.817231999,1.154131599,stunting
AFG,Asia,Low Income,month_48_59 , female,higher,38.0160594,2.956400917,2.599220963,0.785380413,stunting
AFG,Asia,Low Income,month_48_59 , female,higher_secondary,35.94717784,3.536238405,3.136238405,1.197910225,stunting
AFG,Asia,Low Income,month_24_59 , female,none,42.53770464,3.991073696,4.364294786,1.338842121,stunting
AFG,Asia,Low Income,month_24_59 , female,primary,44.450408,3.154393577,2.547891252,0.618892802,stunting
AFG,Asia,Low Income,month_24_59 , female,none-primary,41.7501879,3.852290879,4.412218023,1.278436319,stunting
AFG,Asia,Low Income,month_24_59 , female,secondary,45.74050115,3.676570173,2.37900357,0.856083493,stunting
AFG,Asia,Low Income,month_24_59 , female,higher,43.1877212,3.526473141,2.325216649,0.726473141,stunting
AFG,Asia,Low Income,month_24_59 , female,higher_secondary,41.77480065,3.751042982,2.601787968,0.925968483,stunting
ALB,Europe,Upper Middle Income,month_0_5 , male,primary,12.33322115,16.07071035,2.012131041,0.812131041,overweight
ALB,Europe,Upper Middle Income,month_0_5 , male,none-primary,12.79610941,15.88665236,2.099300421,0.807965657,overweight
ALB,Europe,Upper Middle Income,month_0_5 , male,secondary,10.7578536,16.0478523,2.194272796,0.994272796,overweight
ALB,Europe,Upper Middle Income,month_0_5 , male,higher,8.402965547,18.31366025,1.424956217,0.729509632,overweight
ALB,Europe,Upper Middle Income,month_0_5 , male,higher_secondary,9.591379034,17.25603775,1.554981044,0.628603694,overweight
ALB,Europe,Upper Middle Income,month_6_11 , male,primary,12.12552481,16.14095745,1.893971631,0.571808511,overweight
ALB,Europe,Upper Middle Income,month_6_11 , male,none-primary,12.58888369,15.95663374,1.982923746,0.572358751,overweight
ALB,Europe,Upper Middle Income,month_6_11 , male,secondary,10.39324344,16.17799136,1.973744598,0.54787662,overweight
ALB,Europe,Upper Middle Income,month_6_11 , male,higher,8.082580645,18.41486721,1.219774827,0.3,overweight
ALB,Europe,Upper Middle Income,month_6_11 , male,higher_secondary,9.404285487,17.31869638,1.440222881,0.390651808,overweight
ALB,Europe,Upper Middle Income,month_12_23 , male,primary,13.15383452,18.00476156,1.513605492,0.510501716,overweight
ALB,Europe,Upper Middle Income,month_12_23 , male,none-primary,13.55651805,17.80440459,1.601097561,0.512087518,overweight
ALB,Europe,Upper Middle Income,month_12_23 , male,secondary,12.44673697,19.36376938,1.309554777,0.446735868,overweight
ALB,Europe,Upper Middle Income,month_12_23 , male,higher,10.44565532,21.16649215,0.691099476,0.240314136,overweight
ALB,Europe,Upper Middle Income,month_12_23 , male,higher_secondary,10.69153264,19.06369385,1.104034017,0.346554732,overweight
ALB,Europe,Upper Middle Income,month_0_23 , male,primary,12.48283429,17.88882062,1.8,0.659025644,overweight
ALB,Europe,Upper Middle Income,month_0_23 , male,none-primary,12.84028948,17.71814028,1.870937268,0.658125463,overweight
ALB,Europe,Upper Middle Income,month_0_23 , male,secondary,11.55027174,18.88434452,1.8,0.691825985,overweight
ALB,Europe,Upper Middle Income,month_0_23 , male,higher,9.994871795,20.30852995,1.304651829,0.524806572,overweight
ALB,Europe,Upper Middle Income,month_0_23 , male,higher_secondary,10.36261717,18.79904459,1.446965155,0.517572124,overweight
ALB,Europe,Upper Middle Income,month_24_35 , male,primary,12.54429214,15.64635488,1.632483892,0.525548396,overweight
ALB,Europe,Upper Middle Income,month_24_35 , male,none-primary,12.95397895,15.4891394,1.717140825,0.52685633,overweight
ALB,Europe,Upper Middle Income,month_24_35 , male,secondary,11.41336186,15.329793,1.514896501,0.473287334,overweight
ALB,Europe,Upper Middle Income,month_24_35 , male,higher,9.46862955,17.21160446,0.9,0.269146766,overweight
ALB,Europe,Upper Middle Income,month_24_35 , male,higher_secondary,10.10215946,16.70717683,1.225897103,0.362948552,overweight
ALB,Europe,Upper Middle Income,month_36_47 , male,primary,12.6,15.72686277,1.655397939,0.503598626,overweight
ALB,Europe,Upper Middle Income,month_36_47 , male,none-primary,13.02130199,15.56336046,1.742240305,0.505344183,overweight
ALB,Europe,Upper Middle Income,month_36_47 , male,secondary,11.44894907,15.45265688,1.548369495,0.43224633,overweight
ALB,Europe,Upper Middle Income,month_36_47 , male,higher,9.399649167,17.43073035,0.9,0.218423048,overweight
ALB,Europe,Upper Middle Income,month_36_47 , male,higher_secondary,10.08141593,16.82032097,1.236042797,0.336042797,overweight
ALB,Europe,Upper Middle Income,month_48_59 , male,primary,11.95266221,15.60992761,1.61344364,0.515201655,overweight
ALB,Europe,Upper Middle Income,month_48_59 , male,none-primary,12.38020871,15.45022851,1.700130577,0.516721074,overweight
ALB,Europe,Upper Middle Income,month_48_59 , male,secondary,10.34952657,15.25579645,1.477898227,0.453590103,overweight
ALB,Europe,Upper Middle Income,month_48_59 , male,higher,8.372480668,17.20382229,0.843013155,0.243013155,overweight
ALB,Europe,Upper Middle Income,month_48_59 , male,higher_secondary,9.463499927,16.69236933,1.198728222,0.349364111,overweight
ALB,Europe,Upper Middle Income,month_0_5 , female,primary,12.5904592,15.51553695,2.274963774,0.751988408,overweight
ALB,Europe,Upper Middle Income,month_0_5 , female,none-primary,13.04383754,15.34361039,2.356389612,0.74902518,overweight
ALB,Europe,Upper Middle Income,month_0_5 , female,secondary,11.26607196,15.02267658,2.67732342,0.880743494,overweight
ALB,Europe,Upper Middle Income,month_0_5 , female,higher,8.938142123,17.29115529,1.902881014,0.622961683,overweight
ALB,Europe,Upper Middle Income,month_0_5 , female,higher_secondary,9.877166918,16.69521102,1.81974053,0.570096901,overweight
ALB,Europe,Upper Middle Income,month_6_11 , female,primary,11.86965441,15.90877698,1.637825739,0.539184652,overweight
ALB,Europe,Upper Middle Income,month_6_11 , female,none-primary,12.33431137,15.73042251,1.731026103,0.540362154,overweight
ALB,Europe,Upper Middle Income,month_6_11 , female,secondary,9.944413612,15.75110818,1.502216351,0.488331132,overweight
ALB,Europe,Upper Middle Income,month_6_11 , female,higher,7.680107451,17.96870555,0.77374111,0.245889047,overweight
ALB,Europe,Upper Middle Income,month_6_11 , female,higher_secondary,9.169048372,17.07816302,1.189081511,0.359666004,overweight
ALB,Europe,Upper Middle Income,month_12_23 , female,primary,12.41642656,16.83900826,1.629090909,0.52231405,overweight
ALB,Europe,Upper Middle Income,month_12_23 , female,none-primary,12.84454738,16.65423029,1.716950653,0.523729439,overweight
ALB,Europe,Upper Middle Income,month_12_23 , female,secondary,11.10786752,17.39402338,1.501195324,0.464179693,overweight
ALB,Europe,Upper Middle Income,month_12_23 , female,higher,9.038143675,19.33951469,0.847177522,0.247177522,overweight
ALB,Europe,Upper Middle Income,month_12_23 , female,higher_secondary,9.875810771,17.93392897,1.207229907,0.353614953,overweight
ALB,Europe,Upper Middle Income,month_0_23 , female,primary,11.86091867,16.25792613,1.914633837,0.6,overweight
ALB,Europe,Upper Middle Income,month_0_23 , female,none-primary,12.23202299,16.11037801,1.984648547,0.6,overweight
ALB,Europe,Upper Middle Income,month_0_23 , female,secondary,10.55188446,16.34886194,1.979544777,0.6,overweight
ALB,Europe,Upper Middle Income,month_0_23 , female,higher,8.988969521,17.85304534,1.471200623,0.431815528,overweight
ALB,Europe,Upper Middle Income,month_0_23 , female,higher_secondary,9.713862008,17.18583707,1.556866587,0.457081464,overweight
ALB,Europe,Upper Middle Income,month_24_35 , female,primary,12.51921494,15.9025855,1.78376425,0.61623575,overweight
ALB,Europe,Upper Middle Income,month_24_35 , female,none-primary,12.94126526,15.73623061,1.868115306,0.615942347,overweight
ALB,Europe,Upper Middle Income,month_24_35 , female,secondary,11.31089109,15.75894614,1.771789228,0.628210772,overweight
ALB,Europe,Upper Middle Income,month_24_35 , female,higher,9.271123329,17.72192419,1.119518952,0.409759476,overweight
ALB,Europe,Upper Middle Income,month_24_35 , female,higher_secondary,10.00457959,16.99300756,1.364629987,0.44847249,overweight
ALB,Europe,Upper Middle Income,month_36_47 , female,primary,12.79932739,15.89942248,1.699422479,0.499422479,overweight
ALB,Europe,Upper Middle Income,month_36_47 , female,none-primary,13.21424467,15.73415255,1.78476696,0.501228823,overweight
ALB,Europe,Upper Middle Income,month_36_47 , female,secondary,11.81029168,15.75503906,1.626046869,0.426046869,overweight
ALB,Europe,Upper Middle Income,month_36_47 , female,higher,9.775238331,17.69733367,0.984624969,0.215375031,overweight
ALB,Europe,Upper Middle Income,month_36_47 , female,higher_secondary,10.29876977,16.98302999,1.283317368,0.333269472,overweight
ALB,Europe,Upper Middle Income,month_48_59 , female,primary,12.01404833,15.38812758,1.952968104,0.735971648,overweight
ALB,Europe,Upper Middle Income,month_48_59 , female,none-primary,12.4395251,15.23247045,2.033536364,0.733536364,overweight
ALB,Europe,Upper Middle Income,month_48_59 , female,secondary,10.46253457,14.87323818,2.064024468,0.834688416,overweight
ALB,Europe,Upper Middle Income,month_48_59 , female,higher,8.490342298,16.83010913,1.413839286,0.614012897,overweight
ALB,Europe,Upper Middle Income,month_48_59 , female,higher_secondary,9.530954284,16.47115144,1.536813873,0.569152767,overweight
ALB,Europe,Upper Middle Income,month_24_59 , female,primary,12.26242604,15.40001112,1.837499305,0.637499305,overweight
ALB,Europe,Upper Middle Income,month_24_59 , female,none-primary,12.58178427,15.28212131,1.9,0.636991335,overweight
ALB,Europe,Upper Middle Income,month_24_59 , female,secondary,11.38569014,15.07676973,1.854882018,0.654882018,overweight
ALB,Europe,Upper Middle Income,month_24_59 , female,higher,10.09400047,16.33494843,1.439297993,0.515719197,overweight
ALB,Europe,Upper Middle Income,month_24_59 , female,higher_secondary,10.38862315,16.21643585,1.524185686,0.512092843,overweight
DZA,Africa,Lower Middle Income,month_0_5 , male,none,14.52172071,12.9,4.405445545,2.222235974,stunting
DZA,Africa,Lower Middle Income,month_0_5 , male,primary,10.65960132,12.97501541,3.899013671,2.149352721,overweight
DZA,Africa,Lower Middle Income,month_0_5 , male,none-primary,12.43119654,12.9,3.450831349,1.744111559,overweight
DZA,Africa,Lower Middle Income,month_0_5 , male,secondary,9.762067812,12.16634809,3.19761065,1.631740434,overweight
DZA,Africa,Lower Middle Income,month_0_5 , male,higher,8.075311519,14.15491767,4.229355788,2.319570525,overweight
DZA,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,9.047123806,12.71274345,3.175931714,1.554868959,overweight
DZA,Africa,Lower Middle Income,month_6_11 , male,none,13.62807924,13.18773759,3.246701425,1.460380147,stunting
DZA,Africa,Lower Middle Income,month_6_11 , male,primary,9.850481515,13.22776213,2.882058781,1.479603553,overweight
DZA,Africa,Lower Middle Income,month_6_11 , male,none-primary,11.94140762,13.0555965,2.826752653,1.333394752,overweight
DZA,Africa,Lower Middle Income,month_6_11 , male,secondary,9.491729215,12.25164431,2.860068994,1.40952089,overweight
DZA,Africa,Lower Middle Income,month_6_11 , male,higher,7.361110764,14.36884765,3.349739591,1.740445969,overweight
DZA,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,8.838157216,12.77769577,2.916543652,1.384170416,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,none,14.24021989,14.63472,2.56656,1.17792,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,primary,11.15691846,14.52716339,2.34018851,1.22056553,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,none-primary,12.53258099,13.94376456,2.473236806,1.180289582,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,secondary,10.01938701,12.82518787,2.653711412,1.315429529,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,higher,8.965350325,15.32066947,2.785912311,1.464318719,overweight
DZA,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,9.290238604,13.19494546,2.751712638,1.31207184,overweight
DZA,Africa,Lower Middle Income,month_0_23 , male,none,13.27352564,14.25457707,3.808290328,2.046718643,overweight
DZA,Africa,Lower Middle Income,month_0_23 , male,primary,11.14369164,14.20401559,3.561349668,2.017345213,overweight
DZA,Africa,Lower Middle Income,month_0_23 , male,none-primary,12.23173249,13.82894161,3.344492375,1.7755939,overweight
DZA,Africa,Lower Middle Income,month_0_23 , male,secondary,10.1655782,12.90200219,3.181201316,1.67426769,overweight
DZA,Africa,Lower Middle Income,month_0_23 , male,higher,9.532538227,14.81556901,3.788922524,2.131138019,overweight
DZA,Africa,Lower Middle Income,month_0_23 , male,higher_secondary,9.486824207,13.21701836,3.166221337,1.601594042,overweight
DZA,Africa,Lower Middle Income,month_24_35 , male,none,14.26764455,13.885787,2.386340501,0.865574501,stunting
DZA,Africa,Lower Middle Income,month_24_35 , male,primary,11.21806249,13.85067725,2.178474679,0.937966238,overweight
DZA,Africa,Lower Middle Income,month_24_35 , male,none-primary,12.5625645,13.49453984,2.364877309,0.991901848,overweight
DZA,Africa,Lower Middle Income,month_24_35 , male,secondary,10.04814264,12.56811339,2.590773542,1.206377322,overweight
DZA,Africa,Lower Middle Income,month_24_35 , male,higher,9.042838257,14.71592152,2.640130806,1.212104645,overweight
DZA,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,9.315365643,12.99312755,2.702290818,1.226718113,overweight
DZA,Africa,Lower Middle Income,month_36_47 , male,none,13.42407402,12.48939104,2.15252139,0.954376783,stunting
DZA,Africa,Lower Middle Income,month_36_47 , male,primary,10.4974095,12.58696516,1.969572126,1.017393031,overweight
DZA,Africa,Lower Middle Income,month_36_47 , male,none-primary,12.06648939,12.65089744,2.223219379,1.044643876,overweight
DZA,Africa,Lower Middle Income,month_36_47 , male,secondary,9.774212756,12.08395817,2.507498016,1.235832672,overweight
DZA,Africa,Lower Middle Income,month_36_47 , male,higher,8.42749862,13.58129907,2.448779441,1.279511776,overweight
DZA,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,9.103678264,12.61200508,2.636580859,1.249717187,overweight
DZA,Africa,Lower Middle Income,month_48_59 , male,none,12.90155412,11.47247116,2.653950683,0.861852048,stunting
DZA,Africa,Lower Middle Income,month_48_59 , male,primary,10.04181249,11.6649538,2.425160581,0.933119225,overweight
DZA,Africa,Lower Middle Income,month_48_59 , male,none-primary,11.75387823,12.03128903,2.528022935,0.987908262,overweight
DZA,Africa,Lower Middle Income,month_48_59 , male,secondary,9.597995283,11.72569014,2.683725658,1.20235395,overweight
DZA,Africa,Lower Middle Income,month_48_59 , male,higher,8.032094451,12.75404992,2.851408504,1.202817007,overweight
DZA,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,8.966642957,12.32994408,2.774478902,1.223436706,overweight
DZA,Africa,Lower Middle Income,month_0_5 , female,none,12.89241073,12.66633951,3.842340189,1.70098148,stunting
DZA,Africa,Lower Middle Income,month_0_5 , female,primary,9.105753638,12.77273916,3.390852041,1.690878189,overweight
DZA,Africa,Lower Middle Income,month_0_5 , female,none-primary,11.52286369,12.77589583,3.134310192,1.458523152,overweight
DZA,Africa,Lower Middle Income,month_0_5 , female,secondary,9.245756409,12.09260493,3.025383185,1.477481737,overweight
DZA,Africa,Lower Middle Income,month_0_5 , female,higher,6.661489552,14.01156069,3.801040462,1.92982659,overweight
DZA,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,8.645065972,12.66031977,3.04375,1.436046512,overweight
DZA,Africa,Lower Middle Income,month_6_11 , female,none,12.55499766,13.47179542,3.557693128,1.259907008,overweight
DZA,Africa,Lower Middle Income,month_6_11 , female,primary,8.787237847,13.47779313,3.14182599,1.304768484,overweight
DZA,Africa,Lower Middle Income,month_6_11 , female,none-primary,11.3388677,13.20375255,2.983242692,1.224262407,overweight
DZA,Africa,Lower Middle Income,month_6_11 , female,secondary,9.142585446,12.32215605,2.944371658,1.351836412,overweight
DZA,Africa,Lower Middle Income,month_6_11 , female,higher,6.373977003,14.61736492,3.586824617,1.597804103,overweight
DZA,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,8.565016704,12.83623634,2.981648453,1.339735599,overweight
DZA,Africa,Lower Middle Income,month_12_23 , female,none,11.71690749,14.49925504,2.471534994,1.182772005,overweight
DZA,Africa,Lower Middle Income,month_12_23 , female,primary,8.932408404,14.40663738,2.258628312,1.224115063,overweight
DZA,Africa,Lower Middle Income,month_12_23 , female,none-primary,11.0264444,13.8707039,2.416796808,1.183203192,overweight
DZA,Africa,Lower Middle Income,month_12_23 , female,secondary,9.165808533,12.7914292,2.619601256,1.316079749,overweight
DZA,Africa,Lower Middle Income,month_12_23 , female,higher,7.019688439,15.19945529,2.70549251,1.463186564,overweight
DZA,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,8.625326714,13.16626094,2.724390118,1.312601647,overweight
DZA,Africa,Lower Middle Income,month_0_23 , female,none,9.978824355,14.23495751,3.6101983,1.667478754,overweight
DZA,Africa,Lower Middle Income,month_0_23 , female,primary,8.032487747,14.18468459,3.371857486,1.664135519,overweight
DZA,Africa,Lower Middle Income,month_0_23 , female,none-primary,9.974677372,13.80885947,3.2023005,1.513117941,overweight
DZA,Africa,Lower Middle Income,month_0_23 , female,secondary,8.724245532,12.88014219,3.090071094,1.508037917,overweight
DZA,Africa,Lower Middle Income,month_0_23 , female,higher,6.645311596,14.80994964,3.619899288,1.809949644,overweight
DZA,Africa,Lower Middle Income,month_0_23 , female,higher_secondary,8.321489849,13.20195674,3.092808099,1.467318914,overweight
DZA,Africa,Lower Middle Income,month_24_35 , female,none,12.64771455,12.59525499,2.134044977,0.695254987,stunting
DZA,Africa,Lower Middle Income,month_24_35 , female,primary,9.686113787,12.68583842,1.946568225,0.785838422,overweight
DZA,Africa,Lower Middle Income,month_24_35 , female,none-primary,11.56852829,12.71787256,2.213799743,0.891854359,overweight
DZA,Africa,Lower Middle Income,month_24_35 , female,secondary,9.455229995,12.11493569,2.50583605,1.150643116,overweight
DZA,Africa,Lower Middle Income,month_24_35 , female,higher,7.63688061,13.6994614,2.443103583,1.082327687,overweight
DZA,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,8.846681485,12.64164682,2.636611092,1.183293637,overweight
DZA,Africa,Lower Middle Income,month_36_47 , female,none,12.08327438,10.99670953,2.020253404,0.773417801,stunting
DZA,Africa,Lower Middle Income,month_36_47 , female,primary,9.261769957,11.23683445,1.84895765,0.8539769,overweight
DZA,Africa,Lower Middle Income,month_36_47 , female,none-primary,11.24788764,11.74789469,2.143395974,0.935413527,overweight
DZA,Africa,Lower Middle Income,month_36_47 , female,secondary,9.293467546,11.56021973,2.461861646,1.172992878,overweight
DZA,Africa,Lower Middle Income,month_36_47 , female,higher,7.311956137,12.38526652,2.343703403,1.13539078,overweight
DZA,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,8.725271075,12.20258601,2.601034405,1.200517203,overweight
DZA,Africa,Lower Middle Income,month_48_59 , female,none,12.53616037,11.50511753,2.002558767,0.694869461,stunting
DZA,Africa,Lower Middle Income,month_48_59 , female,primary,9.603852402,11.70232006,1.828116384,0.785410923,overweight
