ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,severe_wasting_estimate
DZA,Africa,Lower Middle Income,month_0_5 , female,secondary,1.4774817371856424
DZA,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,1.436046511627907
DZA,Africa,Lower Middle Income,month_6_11 , female,primary,1.3047684839432412
DZA,Africa,Lower Middle Income,month_6_11 , female,none-primary,1.224262406526173
DZA,Africa,Lower Middle Income,month_6_11 , female,secondary,1.3518364122508508
DZA,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,1.339735599094441
DZA,Africa,Lower Middle Income,month_12_23 , female,primary,1.2241150630579567
DZA,Africa,Lower Middle Income,month_12_23 , female,none-primary,1.1832031917925334
DZA,Africa,Lower Middle Income,month_12_23 , female,secondary,1.31607974885719
DZA,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,1.3126016470710105
DZA,Africa,Lower Middle Income,month_24_35 , female,primary,0.7858384217942698
DZA,Africa,Lower Middle Income,month_24_35 , female,none-primary,0.891854358734975
DZA,Africa,Lower Middle Income,month_24_35 , female,secondary,1.1506431155374928
DZA,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,1.1832936372915956
DZA,Africa,Lower Middle Income,month_36_47 , female,primary,0.8539769000427778
DZA,Africa,Lower Middle Income,month_36_47 , female,none-primary,0.9354135266622148
DZA,Africa,Lower Middle Income,month_36_47 , female,secondary,1.1729928780433942
DZA,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,1.2005172026085
DZA,Africa,Lower Middle Income,month_48_59 , female,primary,0.7854109227430047
DZA,Africa,Lower Middle Income,month_48_59 , female,none-primary,0.8915092139024959
DZA,Africa,Lower Middle Income,month_48_59 , female,secondary,1.1503582829207313
DZA,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,1.1830625114477848
AGO,Africa,Lower Middle Income,month_0_5 , male,primary,1.1997097010878237
AGO,Africa,Lower Middle Income,month_0_5 , male,none-primary,1.344533520773571
AGO,Africa,Lower Middle Income,month_0_5 , male,secondary,0.9041363695737362
AGO,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,0.8048602428104707
AGO,Africa,Lower Middle Income,month_6_11 , male,primary,1.378798294188785
AGO,Africa,Lower Middle Income,month_6_11 , male,none-primary,1.4510794096444968
AGO,Africa,Lower Middle Income,month_6_11 , male,secondary,1.1493186355351095
AGO,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,1.0323387485925688
AGO,Africa,Lower Middle Income,month_12_23 , male,primary,1.1
AGO,Africa,Lower Middle Income,month_12_23 , male,none-primary,1.2734883141387352
AGO,Africa,Lower Middle Income,month_12_23 , male,secondary,0.812377862451428
AGO,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,0.7314191931669783
AGO,Africa,Lower Middle Income,month_24_35 , male,primary,1.1
AGO,Africa,Lower Middle Income,month_24_35 , male,none-primary,1.273921733078749
AGO,Africa,Lower Middle Income,month_24_35 , male,secondary,0.8108506845678309
AGO,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,0.7295889050473521
AGO,Africa,Lower Middle Income,month_36_47 , male,primary,0.867880042554415
AGO,Africa,Lower Middle Income,month_36_47 , male,none-primary,1.1298460879955772
AGO,Africa,Lower Middle Income,month_36_47 , male,secondary,0.5053979317398385
AGO,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,0.4439893711248892
AGO,Africa,Lower Middle Income,month_48_59 , male,primary,1.1
AGO,Africa,Lower Middle Income,month_48_59 , male,none-primary,1.2752792015106555
AGO,Africa,Lower Middle Income,month_48_59 , male,secondary,0.8060116453938995
AGO,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,0.723797687236572
AGO,Africa,Lower Middle Income,month_0_5 , female,primary,1.0577574599993738
AGO,Africa,Lower Middle Income,month_0_5 , female,none-primary,1.2577579890661106
AGO,Africa,Lower Middle Income,month_0_5 , female,secondary,0.7190898671307892
AGO,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,0.6354331639286136
AGO,Africa,Lower Middle Income,month_6_11 , female,primary,1.220794617109901
AGO,Africa,Lower Middle Income,month_6_11 , female,none-primary,1.357445430650261
AGO,Africa,Lower Middle Income,month_6_11 , female,secondary,0.9311870346035916
AGO,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,0.8293559377027904
AGO,Africa,Lower Middle Income,month_12_23 , female,primary,1.1653430631966022
AGO,Africa,Lower Middle Income,month_12_23 , female,none-primary,1.3135543611303282
AGO,Africa,Lower Middle Income,month_12_23 , female,secondary,0.9003183401370733
AGO,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,0.8142812072773161
AGO,Africa,Lower Middle Income,month_24_35 , female,primary,0.9581287229405784
AGO,Africa,Lower Middle Income,month_24_35 , female,none-primary,1.1873121869782972
AGO,Africa,Lower Middle Income,month_24_35 , female,secondary,0.6196274246207029
AGO,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,0.5499300096909658
AGO,Africa,Lower Middle Income,month_36_47 , female,primary,1.013465657575325
AGO,Africa,Lower Middle Income,month_36_47 , female,none-primary,1.2192817944482923
AGO,Africa,Lower Middle Income,month_36_47 , female,secondary,0.7
AGO,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,0.6266153683988616
AGO,Africa,Lower Middle Income,month_48_59 , female,primary,0.9648747206211034
AGO,Africa,Lower Middle Income,month_48_59 , female,none-primary,1.1931640625000002
AGO,Africa,Lower Middle Income,month_48_59 , female,secondary,0.623150171714018
AGO,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,0.552174863387978
ARM,Asia,Upper Middle Income,month_0_5 , male,primary,2.0939051918735894
ARM,Asia,Upper Middle Income,month_0_5 , male,none-primary,2.0939051918735894
ARM,Asia,Upper Middle Income,month_0_5 , male,secondary,1.8582295988934996
ARM,Asia,Upper Middle Income,month_0_5 , male,higher_secondary,1.867883774749293
ARM,Asia,Upper Middle Income,month_6_11 , male,primary,0.6669158878504673
ARM,Asia,Upper Middle Income,month_6_11 , male,none-primary,0.6669158878504673
ARM,Asia,Upper Middle Income,month_6_11 , male,secondary,1.5283873708056068
ARM,Asia,Upper Middle Income,month_6_11 , male,higher_secondary,1.7166027682110598
ARM,Asia,Upper Middle Income,month_12_23 , male,primary,1.1349256068911513
ARM,Asia,Upper Middle Income,month_12_23 , male,none-primary,1.1349256068911513
ARM,Asia,Upper Middle Income,month_12_23 , male,secondary,1.5755366949575635
ARM,Asia,Upper Middle Income,month_12_23 , male,higher_secondary,1.7287917737789205
ARM,Asia,Upper Middle Income,month_24_35 , male,primary,1.4601332810662484
ARM,Asia,Upper Middle Income,month_24_35 , male,none-primary,1.4601332810662484
ARM,Asia,Upper Middle Income,month_24_35 , male,secondary,1.6792858034710951
ARM,Asia,Upper Middle Income,month_24_35 , male,higher_secondary,1.779687786960514
ARM,Asia,Upper Middle Income,month_36_47 , male,primary,2.3613365155131265
ARM,Asia,Upper Middle Income,month_36_47 , male,none-primary,2.3613365155131265
ARM,Asia,Upper Middle Income,month_36_47 , male,secondary,1.9645007526342195
ARM,Asia,Upper Middle Income,month_36_47 , male,higher_secondary,1.9194256964044667
ARM,Asia,Upper Middle Income,month_48_59 , male,primary,1.0016717325227964
ARM,Asia,Upper Middle Income,month_48_59 , male,none-primary,1.0016717325227964
ARM,Asia,Upper Middle Income,month_48_59 , male,secondary,1.5279357231149566
ARM,Asia,Upper Middle Income,month_48_59 , male,higher_secondary,1.7046052631578947
ARM,Asia,Upper Middle Income,month_0_5 , female,primary,0.6946138870863076
ARM,Asia,Upper Middle Income,month_0_5 , female,none-primary,0.6946138870863076
ARM,Asia,Upper Middle Income,month_0_5 , female,secondary,1.542363194742106
ARM,Asia,Upper Middle Income,month_0_5 , female,higher_secondary,1.7237716150081566
ARM,Asia,Upper Middle Income,month_6_11 , female,primary,1.8976377952755905
ARM,Asia,Upper Middle Income,month_6_11 , female,none-primary,1.8976377952755905
ARM,Asia,Upper Middle Income,month_6_11 , female,secondary,1.810199004975124
ARM,Asia,Upper Middle Income,month_6_11 , female,higher_secondary,1.8455468448785504
ARM,Asia,Upper Middle Income,month_12_23 , female,primary,0.4412201154163231
ARM,Asia,Upper Middle Income,month_12_23 , female,none-primary,0.4412201154163231
ARM,Asia,Upper Middle Income,month_12_23 , female,secondary,1.369228817858955
ARM,Asia,Upper Middle Income,month_12_23 , female,higher_secondary,1.629660703269587
ARM,Asia,Upper Middle Income,month_24_35 , female,primary,2.228662930344275
ARM,Asia,Upper Middle Income,month_24_35 , female,none-primary,2.228662930344275
ARM,Asia,Upper Middle Income,month_24_35 , female,secondary,1.9220462543991956
ARM,Asia,Upper Middle Income,month_24_35 , female,higher_secondary,1.8986365311386808
ARM,Asia,Upper Middle Income,month_36_47 , female,primary,1.5031774051191529
ARM,Asia,Upper Middle Income,month_36_47 , female,none-primary,1.5031774051191529
ARM,Asia,Upper Middle Income,month_36_47 , female,secondary,1.7
ARM,Asia,Upper Middle Income,month_36_47 , female,higher_secondary,1.7914392523364484
ARM,Asia,Upper Middle Income,month_48_59 , female,primary,2.613910640257945
ARM,Asia,Upper Middle Income,month_48_59 , female,none-primary,2.613910640257945
ARM,Asia,Upper Middle Income,month_48_59 , female,secondary,2.0185345392580945
ARM,Asia,Upper Middle Income,month_48_59 , female,higher_secondary,1.9442933249764964
BGD,Asia,Lower Middle Income,month_0_5 , male,primary,2.9556058446744866
BGD,Asia,Lower Middle Income,month_0_5 , male,none-primary,2.9715304343889355
BGD,Asia,Lower Middle Income,month_0_5 , male,higher_secondary,2.157868671692128
BGD,Asia,Lower Middle Income,month_6_11 , male,primary,2.682074062426292
BGD,Asia,Lower Middle Income,month_6_11 , male,none-primary,2.77411914275336
BGD,Asia,Lower Middle Income,month_6_11 , male,higher_secondary,2.044180623825241
BGD,Asia,Lower Middle Income,month_12_23 , male,primary,2.7296155453969284
BGD,Asia,Lower Middle Income,month_12_23 , male,none-primary,2.8
BGD,Asia,Lower Middle Income,month_12_23 , male,higher_secondary,2.106237113090379
BGD,Asia,Lower Middle Income,month_24_35 , male,primary,2.4863945578231297
BGD,Asia,Lower Middle Income,month_24_35 , male,none-primary,2.615920817522938
BGD,Asia,Lower Middle Income,month_24_35 , male,higher_secondary,2.0
BGD,Asia,Lower Middle Income,month_36_47 , male,primary,2.575518956939441
BGD,Asia,Lower Middle Income,month_36_47 , male,none-primary,2.6824168810706235
BGD,Asia,Lower Middle Income,month_36_47 , male,higher_secondary,2.04236262058311
BGD,Asia,Lower Middle Income,month_48_59 , male,primary,2.4250066524747207
BGD,Asia,Lower Middle Income,month_48_59 , male,none-primary,2.569568838362048
BGD,Asia,Lower Middle Income,month_48_59 , male,higher_secondary,1.9723951822290604
BGD,Asia,Lower Middle Income,month_0_5 , female,primary,2.903817158125776
BGD,Asia,Lower Middle Income,month_0_5 , female,none-primary,2.9344423462088702
BGD,Asia,Lower Middle Income,month_0_5 , female,higher_secondary,2.1316701060364185
BGD,Asia,Lower Middle Income,month_6_11 , female,primary,2.6028662266968547
BGD,Asia,Lower Middle Income,month_6_11 , female,none-primary,2.718672935536657
BGD,Asia,Lower Middle Income,month_6_11 , female,higher_secondary,2.006568035387392
BGD,Asia,Lower Middle Income,month_12_23 , female,primary,2.498587609170306
BGD,Asia,Lower Middle Income,month_12_23 , female,none-primary,2.62749204855749
BGD,Asia,Lower Middle Income,month_12_23 , female,higher_secondary,2.0
BGD,Asia,Lower Middle Income,month_24_35 , female,primary,2.504014291429281
BGD,Asia,Lower Middle Income,month_24_35 , female,none-primary,2.632596502804355
BGD,Asia,Lower Middle Income,month_24_35 , female,higher_secondary,2.0
BGD,Asia,Lower Middle Income,month_36_47 , female,primary,2.341798266245548
BGD,Asia,Lower Middle Income,month_36_47 , female,none-primary,2.5080763553272805
BGD,Asia,Lower Middle Income,month_36_47 , female,higher_secondary,1.9329525626550903
BGD,Asia,Lower Middle Income,month_48_59 , female,primary,2.4393921245695465
BGD,Asia,Lower Middle Income,month_48_59 , female,none-primary,2.5828518934367666
BGD,Asia,Lower Middle Income,month_48_59 , female,higher_secondary,1.9741652650689463
BRB,Latin America and the Caribbean,High Income,month_12_23 , male,higher_secondary,2.009018036072144
BRB,Latin America and the Caribbean,High Income,month_24_35 , male,higher_secondary,1.775171065493646
BRB,Latin America and the Caribbean,High Income,month_36_47 , male,higher_secondary,2.108489857250188
BRB,Latin America and the Caribbean,High Income,month_48_59 , male,higher_secondary,1.795797280593325
BRB,Latin America and the Caribbean,High Income,month_12_23 , female,higher_secondary,2.0545569941609547
BRB,Latin America and the Caribbean,High Income,month_24_35 , female,higher_secondary,1.8187280921382076
BRB,Latin America and the Caribbean,High Income,month_36_47 , female,higher_secondary,2.0575056011949218
BRB,Latin America and the Caribbean,High Income,month_48_59 , female,higher_secondary,1.8196392785571145
BLR,Europe,Upper Middle Income,month_0_5 , male,secondary,1.029762048556589
BLR,Europe,Upper Middle Income,month_0_5 , male,higher_secondary,0.99623728398088
BLR,Europe,Upper Middle Income,month_6_11 , male,secondary,0.7002460024600246
BLR,Europe,Upper Middle Income,month_6_11 , male,higher_secondary,0.830243057703012
BLR,Europe,Upper Middle Income,month_12_23 , male,secondary,0.5009273570324575
BLR,Europe,Upper Middle Income,month_12_23 , male,higher_secondary,0.7096877817853924
BLR,Europe,Upper Middle Income,month_24_35 , male,secondary,0.5023241336376841
BLR,Europe,Upper Middle Income,month_24_35 , male,higher_secondary,0.711240595123607
BLR,Europe,Upper Middle Income,month_36_47 , male,secondary,0.5093397745571658
BLR,Europe,Upper Middle Income,month_36_47 , male,higher_secondary,0.718894779301602
BLR,Europe,Upper Middle Income,month_48_59 , male,secondary,0.5037830494304525
BLR,Europe,Upper Middle Income,month_48_59 , male,higher_secondary,0.7128521126760563
BLR,Europe,Upper Middle Income,month_0_5 , female,secondary,0.7153473344103392
BLR,Europe,Upper Middle Income,month_0_5 , female,higher_secondary,0.8384682332463012
BLR,Europe,Upper Middle Income,month_6_11 , female,secondary,0.5018659117230729
BLR,Europe,Upper Middle Income,month_6_11 , female,higher_secondary,0.735686274509804
BLR,Europe,Upper Middle Income,month_12_23 , female,secondary,0.4041032017407522
BLR,Europe,Upper Middle Income,month_12_23 , female,higher_secondary,0.6575014132278124
BLR,Europe,Upper Middle Income,month_24_35 , female,secondary,0.5999999999999999
BLR,Europe,Upper Middle Income,month_24_35 , female,higher_secondary,0.7639490302210193
BLR,Europe,Upper Middle Income,month_36_47 , female,secondary,0.6291398670009812
BLR,Europe,Upper Middle Income,month_36_47 , female,higher_secondary,0.7844701371136417
BLR,Europe,Upper Middle Income,month_48_59 , female,secondary,0.8355801584717247
BLR,Europe,Upper Middle Income,month_48_59 , female,higher_secondary,0.8943542777648968
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,primary,0.6988313585456907
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,0.592074786163046
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,0.7854479785622743
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,0.7931409417920209
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,primary,0.490219104665826
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,0.4000000000000001
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,0.4861325287741647
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,0.5802984600730274
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,primary,0.5919364038214744
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,0.5037479047938317
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,0.6253523865072422
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,0.67402411021814
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,primary,0.4637156750572082
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,0.3829422443353728
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,0.450473401659346
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,0.5452209586872031
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,primary,0.4622537207654146
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,0.3822454830322022
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,0.44864526082345
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,0.5430171184022824
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,primary,0.4134879352694697
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,0.3349670762337927
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,0.3814708502425022
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,0.4955061082024432
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,primary,0.5068137414522956
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,0.4127078114324755
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,0.50979520187244
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,0.6
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,primary,0.5
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,0.4103944214425801
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,secondary,0.5
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher_secondary,0.588809821707851
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,primary,0.5484175824175824
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none-primary,0.4606093954192173
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,secondary,0.5666834829986883
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher_secondary,0.6324926253687315
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,primary,0.4160427418768627
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none-primary,0.336911102007374
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,secondary,0.3847075264523857
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher_secondary,0.4985878393209921
