ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,Overweight_estimate
ALB,Europe,Upper Middle Income,month_48_59 , female,primary,15.388127584170112
ALB,Europe,Upper Middle Income,month_48_59 , female,none-primary,15.232470451743891
ALB,Europe,Upper Middle Income,month_48_59 , female,secondary,14.873238180196251
ALB,Europe,Upper Middle Income,month_48_59 , female,higher_secondary,16.47115144389742
DZA,Africa,Lower Middle Income,month_0_5 , male,primary,12.975015411393551
DZA,Africa,Lower Middle Income,month_0_5 , male,none-primary,12.9
DZA,Africa,Lower Middle Income,month_0_5 , male,secondary,12.166348086714732
DZA,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,12.712743447944217
DZA,Africa,Lower Middle Income,month_6_11 , male,primary,13.227762131715773
DZA,Africa,Lower Middle Income,month_6_11 , male,none-primary,13.055596501354172
DZA,Africa,Lower Middle Income,month_6_11 , male,secondary,12.251644309822586
DZA,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,12.777695768246607
DZA,Africa,Lower Middle Income,month_12_23 , male,primary,14.527163385086885
DZA,Africa,Lower Middle Income,month_12_23 , male,none-primary,13.943764560910331
DZA,Africa,Lower Middle Income,month_12_23 , male,secondary,12.825187873944074
DZA,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,13.194945459598417
DZA,Africa,Lower Middle Income,month_24_35 , male,primary,13.850677249590198
DZA,Africa,Lower Middle Income,month_24_35 , male,none-primary,13.494539838459032
DZA,Africa,Lower Middle Income,month_24_35 , male,secondary,12.56811338938553
DZA,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,12.993127547038933
DZA,Africa,Lower Middle Income,month_36_47 , male,primary,12.586965157189878
DZA,Africa,Lower Middle Income,month_36_47 , male,none-primary,12.650897440772711
DZA,Africa,Lower Middle Income,month_36_47 , male,secondary,12.083958168033147
DZA,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,12.612005077676358
DZA,Africa,Lower Middle Income,month_48_59 , male,primary,11.664953797610998
DZA,Africa,Lower Middle Income,month_48_59 , male,none-primary,12.031289028497898
DZA,Africa,Lower Middle Income,month_48_59 , male,secondary,11.725690140225945
DZA,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,12.329944077275035
DZA,Africa,Lower Middle Income,month_0_5 , female,primary,12.77273915804415
DZA,Africa,Lower Middle Income,month_0_5 , female,none-primary,12.775895831916776
DZA,Africa,Lower Middle Income,month_0_5 , female,secondary,12.092604927617264
DZA,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,12.66031976744186
DZA,Africa,Lower Middle Income,month_6_11 , female,primary,13.477793129200895
DZA,Africa,Lower Middle Income,month_6_11 , female,none-primary,13.203752549286198
DZA,Africa,Lower Middle Income,month_6_11 , female,secondary,12.322156052503644
DZA,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,12.83623633975237
DZA,Africa,Lower Middle Income,month_12_23 , female,primary,14.406637381323506
DZA,Africa,Lower Middle Income,month_12_23 , female,none-primary,13.870703904246223
DZA,Africa,Lower Middle Income,month_12_23 , female,secondary,12.791429200859172
DZA,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,13.166260941627389
DZA,Africa,Lower Middle Income,month_24_35 , female,primary,12.685838421794273
DZA,Africa,Lower Middle Income,month_24_35 , female,none-primary,12.717872563893104
DZA,Africa,Lower Middle Income,month_24_35 , female,secondary,12.11493568844625
DZA,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,12.641646818645796
DZA,Africa,Lower Middle Income,month_36_47 , female,primary,11.236834450306572
DZA,Africa,Lower Middle Income,month_36_47 , female,none-primary,11.747894686635505
DZA,Africa,Lower Middle Income,month_36_47 , female,secondary,11.560219731684423
DZA,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,12.2025860130425
DZA,Africa,Lower Middle Income,month_48_59 , female,primary,11.702320056314894
DZA,Africa,Lower Middle Income,month_48_59 , female,none-primary,12.066036855609983
DZA,Africa,Lower Middle Income,month_48_59 , female,secondary,11.740859879009754
DZA,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,12.349187534343352
AGO,Africa,Lower Middle Income,month_0_5 , male,primary,4.371879286694101
AGO,Africa,Lower Middle Income,month_0_5 , male,none-primary,3.845736051216779
AGO,Africa,Lower Middle Income,month_0_5 , male,secondary,5.675852309835853
AGO,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,5.4976444964304445
AGO,Africa,Lower Middle Income,month_6_11 , male,primary,3.3126726497358536
AGO,Africa,Lower Middle Income,month_6_11 , male,none-primary,3.2151079409644496
AGO,Africa,Lower Middle Income,month_6_11 , male,secondary,4.227185140178805
AGO,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,4.155887083802477
AGO,Africa,Lower Middle Income,month_12_23 , male,primary,2.915770917533752
AGO,Africa,Lower Middle Income,month_12_23 , male,none-primary,2.974650670179249
AGO,Africa,Lower Middle Income,month_12_23 , male,secondary,3.585260497227148
AGO,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,3.56405251826492
AGO,Africa,Lower Middle Income,month_24_35 , male,primary,2.942504388868104
AGO,Africa,Lower Middle Income,month_24_35 , male,none-primary,2.99137386462999
AGO,Africa,Lower Middle Income,month_24_35 , male,secondary,3.624045208025184
AGO,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,3.600219912744298
AGO,Africa,Lower Middle Income,month_36_47 , male,primary,3.2366945570602943
AGO,Africa,Lower Middle Income,month_36_47 , male,none-primary,3.1738224750762427
AGO,Africa,Lower Middle Income,month_36_47 , male,secondary,4.010795863479678
AGO,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,3.9619769707705936
AGO,Africa,Lower Middle Income,month_48_59 , male,primary,2.919424124967213
AGO,Africa,Lower Middle Income,month_48_59 , male,none-primary,2.9775128135958995
AGO,Africa,Lower Middle Income,month_48_59 , male,secondary,3.604912659545752
AGO,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,3.5819734140278827
AGO,Africa,Lower Middle Income,month_0_5 , female,primary,4.144850800012525
AGO,Africa,Lower Middle Income,month_0_5 , female,none-primary,3.7153525333934514
AGO,Africa,Lower Middle Income,month_0_5 , female,secondary,5.335403489408669
AGO,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,5.185829098215341
AGO,Africa,Lower Middle Income,month_6_11 , female,primary,3.3
AGO,Africa,Lower Middle Income,month_6_11 , female,none-primary,3.207180678831283
AGO,Africa,Lower Middle Income,month_6_11 , female,secondary,4.218353044240036
AGO,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,4.147096041531473
AGO,Africa,Lower Middle Income,month_12_23 , female,primary,3.2346569368033977
AGO,Africa,Lower Middle Income,month_12_23 , female,none-primary,3.1728912777393434
AGO,Africa,Lower Middle Income,month_12_23 , female,secondary,3.9993633197258536
AGO,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,3.951793038174361
AGO,Africa,Lower Middle Income,month_24_35 , female,primary,3.664811855295656
AGO,Africa,Lower Middle Income,month_24_35 , female,none-primary,3.437896494156928
AGO,Africa,Lower Middle Income,month_24_35 , female,secondary,4.58753600921836
AGO,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,4.500279961236137
AGO,Africa,Lower Middle Income,month_36_47 , female,primary,3.1052977295444806
AGO,Africa,Lower Middle Income,month_36_47 , female,none-primary,3.0923757259310563
AGO,Africa,Lower Middle Income,month_36_47 , female,secondary,3.83119954946499
AGO,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,3.794308000421629
AGO,Africa,Lower Middle Income,month_48_59 , female,primary,2.7788024938242555
AGO,Africa,Lower Middle Income,month_48_59 , female,none-primary,2.8913628472222226
AGO,Africa,Lower Middle Income,month_48_59 , female,secondary,3.4265688417108966
AGO,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,3.415234972677596
ARM,Asia,Upper Middle Income,month_0_5 , male,primary,19.2352144469526
ARM,Asia,Upper Middle Income,month_0_5 , male,none-primary,19.2352144469526
ARM,Asia,Upper Middle Income,month_0_5 , male,secondary,14.087828492392807
ARM,Asia,Upper Middle Income,month_0_5 , male,higher_secondary,13.056569812291078
ARM,Asia,Upper Middle Income,month_6_11 , male,primary,19.73551401869159
ARM,Asia,Upper Middle Income,month_6_11 , male,none-primary,19.73551401869159
ARM,Asia,Upper Middle Income,month_6_11 , male,secondary,14.079810278918307
ARM,Asia,Upper Middle Income,month_6_11 , male,higher_secondary,13.04169861589447
ARM,Asia,Upper Middle Income,month_12_23 , male,primary,20.235238841033677
ARM,Asia,Upper Middle Income,month_12_23 , male,none-primary,20.235238841033677
ARM,Asia,Upper Middle Income,month_12_23 , male,secondary,14.909011482775837
ARM,Asia,Upper Middle Income,month_12_23 , male,higher_secondary,13.508630187293424
ARM,Asia,Upper Middle Income,month_24_35 , male,primary,15.425401803214424
ARM,Asia,Upper Middle Income,month_24_35 , male,none-primary,15.425401803214424
ARM,Asia,Upper Middle Income,month_24_35 , male,secondary,13.375003121488326
ARM,Asia,Upper Middle Income,month_24_35 , male,higher_secondary,12.756253443526171
ARM,Asia,Upper Middle Income,month_36_47 , male,primary,18.07716785998409
ARM,Asia,Upper Middle Income,month_36_47 , male,none-primary,18.07716785998409
ARM,Asia,Upper Middle Income,month_36_47 , male,secondary,14.201731058705468
ARM,Asia,Upper Middle Income,month_36_47 , male,higher_secondary,13.15923426187262
ARM,Asia,Upper Middle Income,month_48_59 , male,primary,18.64848024316109
ARM,Asia,Upper Middle Income,month_48_59 , male,none-primary,18.64848024316109
ARM,Asia,Upper Middle Income,month_48_59 , male,secondary,14.444128553770083
ARM,Asia,Upper Middle Income,month_48_59 , male,higher_secondary,13.286184210526317
ARM,Asia,Upper Middle Income,month_0_5 , female,primary,17.240363400389356
ARM,Asia,Upper Middle Income,month_0_5 , female,none-primary,17.240363400389356
ARM,Asia,Upper Middle Income,month_0_5 , female,secondary,13.478725532218888
ARM,Asia,Upper Middle Income,month_0_5 , female,higher_secondary,12.76284502446982
ARM,Asia,Upper Middle Income,month_6_11 , female,primary,17.77244094488189
ARM,Asia,Upper Middle Income,month_6_11 , female,none-primary,17.77244094488189
ARM,Asia,Upper Middle Income,month_6_11 , female,secondary,13.732669983416251
ARM,Asia,Upper Middle Income,month_6_11 , female,higher_secondary,12.891826243413444
ARM,Asia,Upper Middle Income,month_12_23 , female,primary,20.22671063478977
ARM,Asia,Upper Middle Income,month_12_23 , female,none-primary,20.22671063478977
ARM,Asia,Upper Middle Income,month_12_23 , female,secondary,14.819913749365805
ARM,Asia,Upper Middle Income,month_12_23 , female,higher_secondary,13.454238124614434
ARM,Asia,Upper Middle Income,month_24_35 , female,primary,17.19935948759007
ARM,Asia,Upper Middle Income,month_24_35 , female,none-primary,17.19935948759007
ARM,Asia,Upper Middle Income,month_24_35 , female,secondary,13.918325791855205
ARM,Asia,Upper Middle Income,month_24_35 , female,higher_secondary,13.019727306227736
ARM,Asia,Upper Middle Income,month_36_47 , female,primary,18.639629302736097
ARM,Asia,Upper Middle Income,month_36_47 , female,none-primary,18.639629302736097
ARM,Asia,Upper Middle Income,month_36_47 , female,secondary,14.242309684101505
ARM,Asia,Upper Middle Income,month_36_47 , female,higher_secondary,13.162654205607476
ARM,Asia,Upper Middle Income,month_48_59 , female,primary,14.384799631506215
ARM,Asia,Upper Middle Income,month_48_59 , female,none-primary,14.384799631506215
ARM,Asia,Upper Middle Income,month_48_59 , female,secondary,12.976746624721455
ARM,Asia,Upper Middle Income,month_48_59 , female,higher_secondary,12.551087433406456
BGD,Asia,Lower Middle Income,month_0_5 , male,primary,2.447726810016757
BGD,Asia,Lower Middle Income,month_0_5 , male,none-primary,2.2090341127736157
BGD,Asia,Lower Middle Income,month_0_5 , male,higher_secondary,2.957868671692127
BGD,Asia,Lower Middle Income,month_6_11 , male,primary,2.1868150011793377
BGD,Asia,Lower Middle Income,month_6_11 , male,none-primary,2.01998728659644
BGD,Asia,Lower Middle Income,month_6_11 , male,higher_secondary,2.851544061129448
BGD,Asia,Lower Middle Income,month_12_23 , male,primary,2.1961554539692814
BGD,Asia,Lower Middle Income,month_12_23 , male,none-primary,2.0448681303087435
BGD,Asia,Lower Middle Income,month_12_23 , male,higher_secondary,2.8132796391362977
BGD,Asia,Lower Middle Income,month_24_35 , male,primary,1.9610301263362488
BGD,Asia,Lower Middle Income,month_24_35 , male,none-primary,1.8690296934288984
BGD,Asia,Lower Middle Income,month_24_35 , male,higher_secondary,2.703539115431554
BGD,Asia,Lower Middle Income,month_36_47 , male,primary,1.99336078229542
BGD,Asia,Lower Middle Income,month_36_47 , male,none-primary,1.894066495143501
BGD,Asia,Lower Middle Income,month_36_47 , male,higher_secondary,2.71527475883378
BGD,Asia,Lower Middle Income,month_48_59 , male,primary,1.8388903672166044
BGD,Asia,Lower Middle Income,month_48_59 , male,none-primary,1.7769568838362049
BGD,Asia,Lower Middle Income,month_48_59 , male,higher_secondary,2.6481735022598327
BGD,Asia,Lower Middle Income,month_0_5 , female,primary,2.1717562108343675
BGD,Asia,Lower Middle Income,month_0_5 , female,none-primary,2.007774535050072
BGD,Asia,Lower Middle Income,month_0_5 , female,higher_secondary,2.848510039066049
BGD,Asia,Lower Middle Income,month_6_11 , female,primary,2.0618896221719094
BGD,Asia,Lower Middle Income,month_6_11 , female,none-primary,1.9277996727281108
BGD,Asia,Lower Middle Income,month_6_11 , female,higher_secondary,2.806568035387392
BGD,Asia,Lower Middle Income,month_12_23 , female,primary,2.072639192139738
BGD,Asia,Lower Middle Income,month_12_23 , female,none-primary,1.9509444575121957
BGD,Asia,Lower Middle Income,month_12_23 , female,higher_secondary,2.761548047463892
BGD,Asia,Lower Middle Income,month_24_35 , female,primary,2.1239836669379644
BGD,Asia,Lower Middle Income,month_24_35 , female,none-primary,1.9883289343451005
BGD,Asia,Lower Middle Income,month_24_35 , female,higher_secondary,2.78760284640992
BGD,Asia,Lower Middle Income,month_36_47 , female,primary,1.8402997110409247
BGD,Asia,Lower Middle Income,month_36_47 , female,none-primary,1.7775443350251754
BGD,Asia,Lower Middle Income,month_36_47 , female,higher_secondary,2.652495637841199
BGD,Asia,Lower Middle Income,month_48_59 , female,primary,1.66834855517293
BGD,Asia,Lower Middle Income,month_48_59 , female,none-primary,1.6479963254057366
BGD,Asia,Lower Middle Income,month_48_59 , female,higher_secondary,2.580404753086045
BRB,Latin America and the Caribbean,High Income,month_12_23 , male,higher_secondary,12.814829659318638
BRB,Latin America and the Caribbean,High Income,month_24_35 , male,higher_secondary,11.534408602150538
BRB,Latin America and the Caribbean,High Income,month_36_47 , male,higher_secondary,12.363836714249937
BRB,Latin America and the Caribbean,High Income,month_48_59 , male,higher_secondary,12.052855377008653
BRB,Latin America and the Caribbean,High Income,month_12_23 , female,higher_secondary,11.97913175932978
BRB,Latin America and the Caribbean,High Income,month_24_35 , female,higher_secondary,11.819929894842264
BRB,Latin America and the Caribbean,High Income,month_36_47 , female,higher_secondary,12.888797610156834
BRB,Latin America and the Caribbean,High Income,month_48_59 , female,higher_secondary,12.22865731462926
BLR,Europe,Upper Middle Income,month_0_5 , male,secondary,10.080951805773646
BLR,Europe,Upper Middle Income,month_0_5 , male,higher_secondary,9.145875720063732
BLR,Europe,Upper Middle Income,month_6_11 , male,secondary,12.501722017220176
BLR,Europe,Upper Middle Income,month_6_11 , male,higher_secondary,10.354456057888552
BLR,Europe,Upper Middle Income,month_12_23 , male,secondary,14.441937145801134
BLR,Europe,Upper Middle Income,month_12_23 , male,higher_secondary,11.606244364292156
BLR,Europe,Upper Middle Income,month_24_35 , male,secondary,11.148827557584564
BLR,Europe,Upper Middle Income,month_24_35 , male,higher_secondary,9.8
BLR,Europe,Upper Middle Income,month_36_47 , male,secondary,11.256038647342995
BLR,Europe,Upper Middle Income,month_36_47 , male,higher_secondary,9.83244208827936
BLR,Europe,Upper Middle Income,month_48_59 , male,secondary,10.35674574145679
BLR,Europe,Upper Middle Income,month_48_59 , male,higher_secondary,9.36426056338028
BLR,Europe,Upper Middle Income,month_0_5 , female,secondary,9.896768982229403
BLR,Europe,Upper Middle Income,month_0_5 , female,higher_secondary,9.040252393385552
BLR,Europe,Upper Middle Income,month_6_11 , female,secondary,12.42151589242054
BLR,Europe,Upper Middle Income,month_6_11 , female,higher_secondary,10.266274509803925
BLR,Europe,Upper Middle Income,month_12_23 , female,secondary,12.877432390425865
BLR,Europe,Upper Middle Income,month_12_23 , female,higher_secondary,10.744053137365745
BLR,Europe,Upper Middle Income,month_24_35 , female,secondary,9.8218624316799
BLR,Europe,Upper Middle Income,month_24_35 , female,higher_secondary,9.078980604420387
BLR,Europe,Upper Middle Income,month_36_47 , female,secondary,9.876768777935249
BLR,Europe,Upper Middle Income,month_36_47 , female,higher_secondary,9.085626307227516
BLR,Europe,Upper Middle Income,month_48_59 , female,secondary,9.94480625203517
BLR,Europe,Upper Middle Income,month_48_59 , female,higher_secondary,9.123794342684906
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,primary,5.126651517610777
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,4.917916887442283
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,10.118443434696491
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,10.328466317854808
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,primary,5.122769546027743
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,4.91991603447006
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,9.908783104257456
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,10.173432290839816
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,primary,5.370005703693142
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,5.170613476366074
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,9.623379022066688
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,9.937349311136623
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,primary,5.707108123569794
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,5.487003294560613
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,10.10094680331869
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,10.290441917374409
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,primary,5.158589652728562
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,4.972844856323755
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,9.301292064410374
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,9.697211126961484
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,primary,5.232560323652651
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,5.0389722354219
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,9.512530931406513
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,9.86011489237929
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,primary,4.84769619016607
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,4.65718515144614
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,9.739625511995316
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,10.06366245694604
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,primary,4.977791582543873
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,4.787099585966442
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,secondary,9.604989604989605
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher_secondary,9.952392868314046
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,primary,4.99367032967033
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none-primary,4.81213288396726
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,secondary,9.266431238018365
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher_secondary,9.685162241887909
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,primary,5.152620484117177
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none-primary,4.962761163457599
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,secondary,9.439069674585744
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher_secondary,9.808429062705788
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,primary,4.892343304843305
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none-primary,4.721582155536205
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,secondary,8.966556644985923
