ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,stunting_estimate
ALB,Europe,Upper Middle Income,month_12_23 , male,higher_secondary,10.691532636134152
ALB,Europe,Upper Middle Income,month_24_35 , male,primary,12.544292139644464
ALB,Europe,Upper Middle Income,month_24_35 , male,none-primary,12.953978947368425
ALB,Europe,Upper Middle Income,month_24_35 , male,secondary,11.41336185819071
ALB,Europe,Upper Middle Income,month_24_35 , male,higher_secondary,10.102159456560605
ALB,Europe,Upper Middle Income,month_36_47 , male,primary,12.6
ALB,Europe,Upper Middle Income,month_36_47 , male,none-primary,13.021301989150093
ALB,Europe,Upper Middle Income,month_36_47 , male,secondary,11.448949065119278
ALB,Europe,Upper Middle Income,month_36_47 , male,higher_secondary,10.08141592920354
ALB,Europe,Upper Middle Income,month_48_59 , male,primary,11.952662205411697
ALB,Europe,Upper Middle Income,month_48_59 , male,none-primary,12.380208705596454
ALB,Europe,Upper Middle Income,month_48_59 , male,secondary,10.34952657492741
ALB,Europe,Upper Middle Income,month_48_59 , male,higher_secondary,9.463499927145564
ALB,Europe,Upper Middle Income,month_0_5 , female,primary,12.590459195812514
ALB,Europe,Upper Middle Income,month_0_5 , female,none-primary,13.043837535014006
ALB,Europe,Upper Middle Income,month_0_5 , female,secondary,11.266071955175464
ALB,Europe,Upper Middle Income,month_0_5 , female,higher_secondary,9.877166918248989
ALB,Europe,Upper Middle Income,month_6_11 , female,primary,11.869654410604388
ALB,Europe,Upper Middle Income,month_6_11 , female,none-primary,12.334311372609738
ALB,Europe,Upper Middle Income,month_6_11 , female,secondary,9.944413611800789
ALB,Europe,Upper Middle Income,month_6_11 , female,higher_secondary,9.169048371798924
ALB,Europe,Upper Middle Income,month_12_23 , female,primary,12.416426555770087
ALB,Europe,Upper Middle Income,month_12_23 , female,none-primary,12.844547377635129
ALB,Europe,Upper Middle Income,month_12_23 , female,secondary,11.107867521926954
ALB,Europe,Upper Middle Income,month_12_23 , female,higher_secondary,9.875810770603987
ALB,Europe,Upper Middle Income,month_24_35 , female,primary,12.5192149367833
ALB,Europe,Upper Middle Income,month_24_35 , female,none-primary,12.941265256012132
ALB,Europe,Upper Middle Income,month_24_35 , female,secondary,11.31089108910891
ALB,Europe,Upper Middle Income,month_24_35 , female,higher_secondary,10.004579590634664
ALB,Europe,Upper Middle Income,month_36_47 , female,primary,12.799327387044888
ALB,Europe,Upper Middle Income,month_36_47 , female,none-primary,13.21424466633144
ALB,Europe,Upper Middle Income,month_36_47 , female,secondary,11.810291682588208
ALB,Europe,Upper Middle Income,month_36_47 , female,higher_secondary,10.298769771529
ALB,Europe,Upper Middle Income,month_48_59 , female,primary,12.014048327407298
ALB,Europe,Upper Middle Income,month_48_59 , female,none-primary,12.439525099828863
ALB,Europe,Upper Middle Income,month_48_59 , female,secondary,10.462534573799346
ALB,Europe,Upper Middle Income,month_48_59 , female,higher_secondary,9.530954284468349
DZA,Africa,Lower Middle Income,month_0_5 , male,primary,10.659601319374731
DZA,Africa,Lower Middle Income,month_0_5 , male,none-primary,12.43119654351468
DZA,Africa,Lower Middle Income,month_0_5 , male,secondary,9.762067811999712
DZA,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,9.047123806372753
DZA,Africa,Lower Middle Income,month_6_11 , male,primary,9.850481514878268
DZA,Africa,Lower Middle Income,month_6_11 , male,none-primary,11.941407615549704
DZA,Africa,Lower Middle Income,month_6_11 , male,secondary,9.491729215298976
DZA,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,8.838157216494848
DZA,Africa,Lower Middle Income,month_12_23 , male,primary,11.156918456918458
DZA,Africa,Lower Middle Income,month_12_23 , male,none-primary,12.53258099186243
DZA,Africa,Lower Middle Income,month_12_23 , male,secondary,10.019387010459742
DZA,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,9.290238604204353
DZA,Africa,Lower Middle Income,month_24_35 , male,primary,11.218062491082891
DZA,Africa,Lower Middle Income,month_24_35 , male,none-primary,12.562564502922864
DZA,Africa,Lower Middle Income,month_24_35 , male,secondary,10.0481426448737
DZA,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,9.315365643325286
DZA,Africa,Lower Middle Income,month_36_47 , male,primary,10.497409501307908
DZA,Africa,Lower Middle Income,month_36_47 , male,none-primary,12.066489391796322
DZA,Africa,Lower Middle Income,month_36_47 , male,secondary,9.774212755710735
DZA,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,9.103678263557372
DZA,Africa,Lower Middle Income,month_48_59 , male,primary,10.041812489517527
DZA,Africa,Lower Middle Income,month_48_59 , male,none-primary,11.75387822559441
DZA,Africa,Lower Middle Income,month_48_59 , male,secondary,9.597995283018868
DZA,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,8.966642956919676
DZA,Africa,Lower Middle Income,month_0_5 , female,primary,9.105753637676331
DZA,Africa,Lower Middle Income,month_0_5 , female,none-primary,11.522863694611182
DZA,Africa,Lower Middle Income,month_0_5 , female,secondary,9.245756408553593
DZA,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,8.645065972350915
DZA,Africa,Lower Middle Income,month_6_11 , female,primary,8.787237846898863
DZA,Africa,Lower Middle Income,month_6_11 , female,none-primary,11.338867703138751
DZA,Africa,Lower Middle Income,month_6_11 , female,secondary,9.142585445526583
DZA,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,8.565016703786192
DZA,Africa,Lower Middle Income,month_12_23 , female,primary,8.932408403646866
DZA,Africa,Lower Middle Income,month_12_23 , female,none-primary,11.02644440234893
DZA,Africa,Lower Middle Income,month_12_23 , female,secondary,9.165808533052408
DZA,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,8.625326714444263
DZA,Africa,Lower Middle Income,month_24_35 , female,primary,9.686113786963247
DZA,Africa,Lower Middle Income,month_24_35 , female,none-primary,11.568528291673916
DZA,Africa,Lower Middle Income,month_24_35 , female,secondary,9.455229995447832
DZA,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,8.846681485083181
DZA,Africa,Lower Middle Income,month_36_47 , female,primary,9.261769956643716
DZA,Africa,Lower Middle Income,month_36_47 , female,none-primary,11.24788764428271
DZA,Africa,Lower Middle Income,month_36_47 , female,secondary,9.293467546295789
DZA,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,8.725271075006026
DZA,Africa,Lower Middle Income,month_48_59 , female,primary,9.603852401949409
DZA,Africa,Lower Middle Income,month_48_59 , female,none-primary,11.506145079316187
DZA,Africa,Lower Middle Income,month_48_59 , female,secondary,9.424370306373362
DZA,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,8.823669910821843
AGO,Africa,Lower Middle Income,month_0_5 , male,primary,38.10940927458149
AGO,Africa,Lower Middle Income,month_0_5 , male,none-primary,41.08038141884726
AGO,Africa,Lower Middle Income,month_0_5 , male,secondary,25.126542056074765
AGO,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,24.0256323777403
AGO,Africa,Lower Middle Income,month_6_11 , male,primary,38.9202170701946
AGO,Africa,Lower Middle Income,month_6_11 , male,none-primary,41.5699511762095
AGO,Africa,Lower Middle Income,month_6_11 , male,secondary,26.203435662965383
AGO,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,25.018426767473656
AGO,Africa,Lower Middle Income,month_12_23 , male,primary,43.0819618607339
AGO,Africa,Lower Middle Income,month_12_23 , male,none-primary,44.00901839492104
AGO,Africa,Lower Middle Income,month_12_23 , male,secondary,33.321045662618694
AGO,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,31.803539916707845
AGO,Africa,Lower Middle Income,month_24_35 , male,primary,42.86468440271257
AGO,Africa,Lower Middle Income,month_24_35 , male,none-primary,43.874901690738085
AGO,Africa,Lower Middle Income,month_24_35 , male,secondary,32.9977325382658
AGO,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,31.496408076514346
AGO,Africa,Lower Middle Income,month_36_47 , male,primary,41.99651506373118
AGO,Africa,Lower Middle Income,month_36_47 , male,none-primary,43.331695563164665
AGO,Africa,Lower Middle Income,month_36_47 , male,secondary,31.865322856166724
AGO,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,30.44096091205212
AGO,Africa,Lower Middle Income,month_48_59 , male,primary,39.11048192771084
AGO,Africa,Lower Middle Income,month_48_59 , male,none-primary,41.54842341930649
AGO,Africa,Lower Middle Income,month_48_59 , male,secondary,27.874451707732177
AGO,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,26.698295741154432
AGO,Africa,Lower Middle Income,month_0_5 , female,primary,37.421456264775415
AGO,Africa,Lower Middle Income,month_0_5 , female,none-primary,40.6330979733598
AGO,Africa,Lower Middle Income,month_0_5 , female,secondary,24.499074231357238
AGO,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,23.46852528586585
AGO,Africa,Lower Middle Income,month_6_11 , female,primary,38.25747364336071
AGO,Africa,Lower Middle Income,month_6_11 , female,none-primary,41.184083024864826
AGO,Africa,Lower Middle Income,month_6_11 , female,secondary,25.179428445812267
AGO,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,24.062825610646755
AGO,Africa,Lower Middle Income,month_12_23 , female,primary,40.19936971162148
AGO,Africa,Lower Middle Income,month_12_23 , female,none-primary,42.19957779261317
AGO,Africa,Lower Middle Income,month_12_23 , female,secondary,29.601257104143933
AGO,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,28.339378292939934
AGO,Africa,Lower Middle Income,month_24_35 , female,primary,41.82026892430279
AGO,Africa,Lower Middle Income,month_24_35 , female,none-primary,43.2312881980552
AGO,Africa,Lower Middle Income,month_24_35 , female,secondary,31.483693516699415
AGO,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,30.065739411342424
AGO,Africa,Lower Middle Income,month_36_47 , female,primary,39.9775501407965
AGO,Africa,Lower Middle Income,month_36_47 , female,none-primary,42.05841129075866
AGO,Africa,Lower Middle Income,month_36_47 , female,secondary,29.333603755868545
AGO,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,28.092038841758395
AGO,Africa,Lower Middle Income,month_48_59 , female,primary,38.97038233550682
AGO,Africa,Lower Middle Income,month_48_59 , female,none-primary,41.47455023246412
AGO,Africa,Lower Middle Income,month_48_59 , female,secondary,27.562070179556397
AGO,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,26.395117244392654
ARM,Asia,Upper Middle Income,month_0_5 , male,primary,18.464505119453925
ARM,Asia,Upper Middle Income,month_0_5 , male,none-primary,18.464505119453925
ARM,Asia,Upper Middle Income,month_0_5 , male,secondary,11.669776736493938
ARM,Asia,Upper Middle Income,month_0_5 , male,higher_secondary,9.489442702668118
ARM,Asia,Upper Middle Income,month_6_11 , male,primary,18.625107958050588
ARM,Asia,Upper Middle Income,month_6_11 , male,none-primary,18.625107958050588
ARM,Asia,Upper Middle Income,month_6_11 , male,secondary,11.5755864587723
ARM,Asia,Upper Middle Income,month_6_11 , male,higher_secondary,9.426878388845855
ARM,Asia,Upper Middle Income,month_12_23 , male,primary,15.622745098039216
ARM,Asia,Upper Middle Income,month_12_23 , male,none-primary,15.622745098039216
ARM,Asia,Upper Middle Income,month_12_23 , male,secondary,11.438034294234592
ARM,Asia,Upper Middle Income,month_12_23 , male,higher_secondary,9.481024298154802
ARM,Asia,Upper Middle Income,month_24_35 , male,primary,9.356360832690823
ARM,Asia,Upper Middle Income,month_24_35 , male,none-primary,9.356360832690823
ARM,Asia,Upper Middle Income,month_24_35 , male,secondary,9.452014335145824
ARM,Asia,Upper Middle Income,month_24_35 , male,higher_secondary,8.510191314910415
ARM,Asia,Upper Middle Income,month_36_47 , male,primary,11.176865671641792
ARM,Asia,Upper Middle Income,month_36_47 , male,none-primary,11.176865671641792
ARM,Asia,Upper Middle Income,month_36_47 , male,secondary,10.02879164594729
ARM,Asia,Upper Middle Income,month_36_47 , male,higher_secondary,8.790046902600963
ARM,Asia,Upper Middle Income,month_48_59 , male,primary,10.80070710829922
ARM,Asia,Upper Middle Income,month_48_59 , male,none-primary,10.80070710829922
ARM,Asia,Upper Middle Income,month_48_59 , male,secondary,9.92508246792914
ARM,Asia,Upper Middle Income,month_48_59 , male,higher_secondary,8.749329629182268
ARM,Asia,Upper Middle Income,month_0_5 , female,primary,14.167760617760615
ARM,Asia,Upper Middle Income,month_0_5 , female,none-primary,14.167760617760615
ARM,Asia,Upper Middle Income,month_0_5 , female,secondary,10.526375496313104
ARM,Asia,Upper Middle Income,month_0_5 , female,higher_secondary,8.937867098865478
ARM,Asia,Upper Middle Income,month_6_11 , female,primary,13.309024663677128
ARM,Asia,Upper Middle Income,month_6_11 , female,none-primary,13.309024663677128
ARM,Asia,Upper Middle Income,month_6_11 , female,secondary,10.431007964844824
ARM,Asia,Upper Middle Income,month_6_11 , female,higher_secondary,8.916844458639412
ARM,Asia,Upper Middle Income,month_12_23 , female,primary,11.002945990180033
ARM,Asia,Upper Middle Income,month_12_23 , female,none-primary,11.002945990180033
ARM,Asia,Upper Middle Income,month_12_23 , female,secondary,9.960526315789474
ARM,Asia,Upper Middle Income,month_12_23 , female,higher_secondary,8.749071406680967
ARM,Asia,Upper Middle Income,month_24_35 , female,primary,9.944763042612506
ARM,Asia,Upper Middle Income,month_24_35 , female,none-primary,9.944763042612506
ARM,Asia,Upper Middle Income,month_24_35 , female,secondary,9.637482831814207
ARM,Asia,Upper Middle Income,month_24_35 , female,higher_secondary,8.596093273104627
ARM,Asia,Upper Middle Income,month_36_47 , female,primary,13.96037326388889
ARM,Asia,Upper Middle Income,month_36_47 , female,none-primary,13.96037326388889
ARM,Asia,Upper Middle Income,month_36_47 , female,secondary,10.815175596001026
ARM,Asia,Upper Middle Income,month_36_47 , female,higher_secondary,9.150825347758886
ARM,Asia,Upper Middle Income,month_48_59 , female,primary,9.62582811101164
ARM,Asia,Upper Middle Income,month_48_59 , female,none-primary,9.62582811101164
ARM,Asia,Upper Middle Income,month_48_59 , female,secondary,9.534324883600622
ARM,Asia,Upper Middle Income,month_48_59 , female,higher_secondary,8.528655696988512
BGD,Asia,Lower Middle Income,month_0_5 , male,primary,31.59839383732535
BGD,Asia,Lower Middle Income,month_0_5 , male,none-primary,33.96911231271826
BGD,Asia,Lower Middle Income,month_0_5 , male,higher_secondary,23.327613809802877
BGD,Asia,Lower Middle Income,month_6_11 , male,primary,31.703380551241622
BGD,Asia,Lower Middle Income,month_6_11 , male,none-primary,34.05504870515562
BGD,Asia,Lower Middle Income,month_6_11 , male,higher_secondary,23.350476436410588
BGD,Asia,Lower Middle Income,month_12_23 , male,primary,33.93613067767792
BGD,Asia,Lower Middle Income,month_12_23 , male,none-primary,35.48393081378863
BGD,Asia,Lower Middle Income,month_12_23 , male,higher_secondary,24.875282435449808
BGD,Asia,Lower Middle Income,month_24_35 , male,primary,34.47354019933555
BGD,Asia,Lower Middle Income,month_24_35 , male,none-primary,35.87104272614423
BGD,Asia,Lower Middle Income,month_24_35 , male,higher_secondary,25.18059950842233
BGD,Asia,Lower Middle Income,month_36_47 , male,primary,32.58377916080052
BGD,Asia,Lower Middle Income,month_36_47 , male,none-primary,34.433553252585874
BGD,Asia,Lower Middle Income,month_36_47 , male,higher_secondary,24.36312143293011
BGD,Asia,Lower Middle Income,month_48_59 , male,primary,30.804427276582214
BGD,Asia,Lower Middle Income,month_48_59 , male,none-primary,33.10212774459074
BGD,Asia,Lower Middle Income,month_48_59 , male,higher_secondary,23.530724355858045
BGD,Asia,Lower Middle Income,month_0_5 , female,primary,31.17390652139586
BGD,Asia,Lower Middle Income,month_0_5 , female,none-primary,33.68503387441458
BGD,Asia,Lower Middle Income,month_0_5 , female,higher_secondary,23.11087239372617
BGD,Asia,Lower Middle Income,month_6_11 , female,primary,31.368232225440465
BGD,Asia,Lower Middle Income,month_6_11 , female,none-primary,33.84858205272399
BGD,Asia,Lower Middle Income,month_6_11 , female,higher_secondary,23.14588008643357
BGD,Asia,Lower Middle Income,month_12_23 , female,primary,32.19227983225314
BGD,Asia,Lower Middle Income,month_12_23 , female,none-primary,34.18863140509349
BGD,Asia,Lower Middle Income,month_12_23 , female,higher_secondary,24.060725286609117
BGD,Asia,Lower Middle Income,month_24_35 , female,primary,34.42397932532373
BGD,Asia,Lower Middle Income,month_24_35 , female,none-primary,35.86995420380334
BGD,Asia,Lower Middle Income,month_24_35 , female,higher_secondary,25.01662731316237
BGD,Asia,Lower Middle Income,month_36_47 , female,primary,33.99144584288337
BGD,Asia,Lower Middle Income,month_36_47 , female,none-primary,35.51769891888079
BGD,Asia,Lower Middle Income,month_36_47 , female,higher_secondary,24.92756515444016
BGD,Asia,Lower Middle Income,month_48_59 , female,primary,32.13999159754974
BGD,Asia,Lower Middle Income,month_48_59 , female,none-primary,34.14245656811948
BGD,Asia,Lower Middle Income,month_48_59 , female,higher_secondary,24.05429274710351
BRB,Latin America and the Caribbean,High Income,month_12_23 , male,higher_secondary,7.87666277712952
BRB,Latin America and the Caribbean,High Income,month_24_35 , male,higher_secondary,7.651539338654503
BRB,Latin America and the Caribbean,High Income,month_36_47 , male,higher_secondary,7.495934959349594
BRB,Latin America and the Caribbean,High Income,month_48_59 , male,higher_secondary,8.807308297728806
BRB,Latin America and the Caribbean,High Income,month_12_23 , female,higher_secondary,8.394300641177868
BRB,Latin America and the Caribbean,High Income,month_24_35 , female,higher_secondary,7.292656286311875
BRB,Latin America and the Caribbean,High Income,month_36_47 , female,higher_secondary,7.304810360777059
BRB,Latin America and the Caribbean,High Income,month_48_59 , female,higher_secondary,6.998397802700847
BLR,Europe,Upper Middle Income,month_0_5 , male,secondary,7.245656370656371
BLR,Europe,Upper Middle Income,month_0_5 , male,higher_secondary,5.11601466992665
BLR,Europe,Upper Middle Income,month_6_11 , male,secondary,5.960118095706728
BLR,Europe,Upper Middle Income,month_6_11 , male,higher_secondary,4.450083328189618
BLR,Europe,Upper Middle Income,month_12_23 , male,secondary,5.372009052566608
BLR,Europe,Upper Middle Income,month_12_23 , male,higher_secondary,4.263884673748103
BLR,Europe,Upper Middle Income,month_24_35 , male,secondary,5.9673357475426805
BLR,Europe,Upper Middle Income,month_24_35 , male,higher_secondary,4.584783221514348
BLR,Europe,Upper Middle Income,month_36_47 , male,secondary,4.852622546390647
BLR,Europe,Upper Middle Income,month_36_47 , male,higher_secondary,3.9601609657947687
BLR,Europe,Upper Middle Income,month_48_59 , male,secondary,4.6829370045890695
BLR,Europe,Upper Middle Income,month_48_59 , male,higher_secondary,3.881426953567384
BLR,Europe,Upper Middle Income,month_0_5 , female,secondary,6.096478174603175
BLR,Europe,Upper Middle Income,month_0_5 , female,higher_secondary,4.512146752602876
BLR,Europe,Upper Middle Income,month_6_11 , female,secondary,5.722239362385911
BLR,Europe,Upper Middle Income,month_6_11 , female,higher_secondary,4.3
BLR,Europe,Upper Middle Income,month_12_23 , female,secondary,5.248241621845263
BLR,Europe,Upper Middle Income,month_12_23 , female,higher_secondary,4.1931228861330325
BLR,Europe,Upper Middle Income,month_24_35 , female,secondary,4.847037609479649
BLR,Europe,Upper Middle Income,month_24_35 , female,higher_secondary,3.97628958766946
BLR,Europe,Upper Middle Income,month_36_47 , female,secondary,5.82406602953953
BLR,Europe,Upper Middle Income,month_36_47 , female,higher_secondary,4.471875
BLR,Europe,Upper Middle Income,month_48_59 , female,secondary,5.408200800605863
BLR,Europe,Upper Middle Income,month_48_59 , female,higher_secondary,4.252613341033785
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,primary,18.730252847564422
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,19.148537835393427
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,12.064881780250346
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,10.092836839113131
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,primary,18.338067200502437
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,18.770918030380862
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,11.775264270613109
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,9.943308080808082
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,primary,18.90436727737537
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,19.26473181484203
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,13.40095828090214
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,11.317251712328767
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,primary,18.962782757148958
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,19.32025155549609
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,13.467817987775298
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,11.362928816466551
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,primary,19.38120497245373
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,19.71157705854988
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,14.089852983568752
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,11.837240987794496
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,primary,19.067022955523672
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,19.421087059140877
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,13.54679556384336
BLZ,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,11.403027245206864
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,primary,18.75531863142533
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,19.17334190425773
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,12.065955959454737
BLZ,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,10.08635474404956
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,primary,17.65109839108911
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,18.12219729318955
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,secondary,10.943380189604444
BLZ,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher_secondary,9.3768232001244
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,primary,18.60876668368463
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none-primary,18.996287671232874
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,secondary,12.789036144578317
BLZ,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher_secondary,10.813931843165996
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,primary,18.65326785585325
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none-primary,19.034527687296418
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,secondary,12.928466719492867
BLZ,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher_secondary,10.935570713300924
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,primary,19.215447904106675
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none-primary,19.556952228449425
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,secondary,13.8338422883649
BLZ,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,higher_secondary,11.638986674267796
